Capability,Tool,Status,Integrated,Working
General,meta,Metadata Only,No,No
Port Scanning,nbtscan,Metadata Only,No,No
General,nikto,Metadata Only,No,No
General,nmap-finger,Metadata Only,No,No
General,nmap-kerberos,Metadata Only,No,No
General,nmap-msrpc,Metadata Only,No,No
General,nmap-nntp,Metadata Only,No,No
General,nmap-redis,Metadata Only,No,No
General,nmap-rmi,Metadata Only,No,No
General,nmap-sip,Metadata Only,No,No
General,nmap-ssh,Metadata Only,No,No
General,nmap-telnet,Metadata Only,No,No
General,nmap-tftp,Metadata Only,No,No
General,nmap_tool_1,Metadata Only,No,No
General,onesixtyone,Metadata Only,No,No
General,oracle-odat,Metadata Only,No,No
Port Scanning,oracle-scanner,Metadata Only,No,No
General,oracle-tnscmd,Metadata Only,No,No
Port Scanning,parallel_scans,Metadata Only,No,No
General,paths,Metadata Only,No,No
Port Scanning,portscan-top-tcp-ports,Metadata Only,No,No
General,pre-commit-config_1,Metadata Only,No,No
General,process_registry,Metadata Only,No,No
General,pyproject_5,Metadata Only,No,No
General,README_CN,Metadata Only,No,No
General,README_CN_2,Metadata Only,No,No
General,reconFTW,Metadata Only,No,No
General,redirect-host-discovery,Metadata Only,No,No
General,redis-cli,Metadata Only,No,No
General,registry_2,Metadata Only,No,No
General,release,Metadata Only,No,No
General,requirements_14,Metadata Only,No,No
General,requirements_15,Metadata Only,No,No
General,requirements_5,Metadata Only,No,No
General,resiliencetest,Metadata Only,No,No
General,resolvers_test,Metadata Only,No,No
General,resources,Metadata Only,No,No
General,retrieval_postprocess_test,Metadata Only,No,No
General,rigid,Metadata Only,No,No
General,rigid_test,Metadata Only,No,No
General,rpcclient,Metadata Only,No,No
General,rpcdump,Metadata Only,No,No
General,rsync-list-files,Metadata Only,No,No
General,run,Metadata Only,No,No
General,run-shannon-blackbox,Metadata Only,No,No
General,run_all,Metadata Only,No,No
General,run_bench,Metadata Only,No,No
Port Scanning,rustscan,Metadata Only,No,No
Port Scanning,rustscan_tool,Metadata Only,No,No
General,save-deliverable,Metadata Only,No,No
Web Enumeration,server_https_bootstrap,Metadata Only,No,No
General,shannon,Metadata Only,No,No
General,showmount,Metadata Only,No,No
General,sipvicious,Metadata Only,No,No
General,sleep,Metadata Only,No,No
General,smb-vuln,Metadata Only,No,No
General,smbclient,Metadata Only,No,No
General,smbmap,Metadata Only,No,No
General,snmpwalk,Metadata Only,No,No
General,SslTrustAll,Metadata Only,No,No
General,subprocess_mixin,Metadata Only,No,No
General,subprocess_runner,Metadata Only,No,No
General,terminal,Metadata Only,No,No
General,terminal_ws_unix,Metadata Only,No,No
Port Scanning,terrascan,Metadata Only,No,No
General,test_cli_vps_count,Metadata Only,No,No
Web Enumeration,test_ensure_webs_all,Metadata Only,No,No
General,test_exec_context,Metadata Only,No,No
General,test_injection,Metadata Only,No,No
General,test_mcp_setup,Metadata Only,No,No
General,test_permutation_wordlist_select,Metadata Only,No,No
General,test_process_registry,Metadata Only,No,No
General,test_profile_migration,Metadata Only,No,No
General,test_resolver_env,Metadata Only,No,No
General,test_secure_credential,Metadata Only,No,No
General,test_target_expander,Metadata Only,No,No
General,test_tracing_coverage,Metadata Only,No,No
General,test_verbosity,Metadata Only,No,No
General,trivy,Metadata Only,No,No
General,tsconfig,Metadata Only,No,No
General,tsconfigbase,Metadata Only,No,No
General,tsconfig_1,Metadata Only,No,No
General,turbo,Metadata Only,No,No
Web Enumeration,webhooks,Metadata Only,No,No
Web Enumeration,whatweb,Metadata Only,No,No
General,winrm-detection,Metadata Only,No,No
General,wordlist,Metadata Only,No,No
General,wordlist_test,Metadata Only,No,No
General,_13,Metadata Only,No,No
General,__init___201,Metadata Only,No,No
General,__init___205,Metadata Only,No,No
General,__init___51,Metadata Only,No,No
General,activity-logger,Metadata Only,No,No
General,activity-logger_1,Metadata Only,No,No
General,bloodhound,Metadata Only,No,No
AI,domain-profiler,Metadata Only,No,No
General,error-formatter,Metadata Only,No,No
General,feature_request,Metadata Only,No,No
General,file-io,Metadata Only,No,No
General,file-operations,Metadata Only,No,No
General,glob,Metadata Only,No,No
General,index_1,Metadata Only,No,No
General,input-validator,Metadata Only,No,No
General,junit_xml,Metadata Only,No,No
General,Keygraph_Button,Metadata Only,No,No
General,metrics_1,Metadata Only,No,No
General,progress-indicator,Metadata Only,No,No
General,totp-validator,Metadata Only,No,No
General,__init___207,Metadata Only,No,No
General,ARCHITECTURE_2,Metadata Only,No,No
General,bucket_exposure_engine,Metadata Only,No,No
General,codeql,Metadata Only,No,No
General,codeql-analysis,Metadata Only,No,No
General,conversation_manager,Metadata Only,No,No
General,dep-auto-merge,Metadata Only,No,No
General,eino_meta,Metadata Only,No,No
General,execution-runner,Metadata Only,No,No
General,functional,Metadata Only,No,No
General,gosum,Metadata Only,No,No
General,health-monitor,Metadata Only,No,No
General,index_2,Metadata Only,No,No
General,logger_1,Metadata Only,No,No
General,meta-cognition,Metadata Only,No,No
General,naabu,Metadata Only,No,No
General,queue-validator,Metadata Only,No,No
General,README_25,Metadata Only,No,No
General,README_9,Metadata Only,No,No
General,recorder,Metadata Only,No,No
General,release-binary,Metadata Only,No,No
General,release-test,Metadata Only,No,No
Port Scanning,rustscan_2,Metadata Only,No,No
General,tests,Metadata Only,No,No
General,update,Metadata Only,No,No
General,vulnerability_1,Metadata Only,No,No
General,__init___147,Metadata Only,No,No
General,__init___224,Metadata Only,No,No
General,__init___231,Metadata Only,No,No
General,__init___57,Metadata Only,No,No
OSINT,auth_1,Partial,Yes,No
OSINT,backfill-arch-data,Partial,Yes,No
OSINT,conftest_1,Partial,Yes,No
OSINT,contacts,Complete,Yes,Yes
OSINT,COOKIES,Partial,Yes,No
OSINT,credential_tester_agent,Partial,Yes,No
OSINT,crtsh,Complete,Yes,Yes
OSINT,email-osint-agent,Partial,Yes,No
OSINT,environment,Partial,Yes,No
OSINT,holehe,Partial,Yes,No
OSINT,intel-collection,Partial,Yes,No
OSINT,metadata,Complete,Yes,Yes
OSINT,osint,Partial,Yes,No
OSINT,osint-collector,Partial,Yes,No
OSINT,parsers_1,Partial,Yes,No
OSINT,phoneinfoga,Partial,Yes,No
OSINT,privacy_detect,Partial,Yes,No
OSINT,prompt-manager,Metadata Only,No,No
OSINT,sdk,Partial,Yes,No
OSINT,setup,Metadata Only,No,No
OSINT,setup_1,Metadata Only,No,No
OSINT,smtp-user-enum,Partial,Yes,No
OSINT,social_engineer_agent,Partial,Yes,No
OSINT,splash-screen,Partial,Yes,No
OSINT,test_osint_domain_info_msftrecon,Partial,Yes,No
OSINT,test_probe_password_reset_weak,Partial,Yes,No
OSINT,validation,Partial,Yes,No
Port Scanning,vulnscan,Partial,Yes,No
OSINT,whois_tool,Partial,Yes,No
OSINT,_safety,Partial,Yes,No
OSINT,__init___125,Partial,Yes,No
OSINT,__init___128,Partial,Yes,No
General,arbiter,Metadata Only,No,No
General,auth_2,Metadata Only,No,No
General,debug-world-model,Metadata Only,No,No
General,dotdotpwn,Metadata Only,No,No
General,exposure_prioritizer,Metadata Only,No,No
General,fingerprint_correlator,Metadata Only,No,No
General,index_15,Metadata Only,No,No
General,index_16,Metadata Only,No,No
General,lint_python,Metadata Only,No,No
AI,main_7,Metadata Only,No,No
General,model-registry,Metadata Only,No,No
General,netexec,Metadata Only,No,No
General,package,Metadata Only,No,No
General,plugin_loader,Metadata Only,No,No
General,pom,Metadata Only,No,No
Port Scanning,portscan-guess-tcp-ports,Metadata Only,No,No
General,README_12,Metadata Only,No,No
General,registry_3,Metadata Only,No,No
General,releaserc,Metadata Only,No,No
General,renderers,Metadata Only,No,No
General,settings,Metadata Only,No,No
General,test_plugin_loader,Metadata Only,No,No
General,tools_commands,Metadata Only,No,No
General,tooltipcpython-313,Metadata Only,No,No
General,validatorcpython-313,Metadata Only,No,No
General,volatility3,Metadata Only,No,No
Web Enumeration,whatweb_2,Metadata Only,No,No
General,__init__cpython-313,Metadata Only,No,No
General,__init__cpython-313_1,Metadata Only,No,No
General,__init___212,Metadata Only,No,No
General,__init___213,Metadata Only,No,No
General,__init___214,Metadata Only,No,No
General,__init___215,Metadata Only,No,No
General,__init___216,Metadata Only,No,No
General,__init___217,Metadata Only,No,No
General,__init___28,Metadata Only,No,No
General,__init___43,Metadata Only,No,No
General,__init___58,Metadata Only,No,No
General,__init___71,Metadata Only,No,No
General,2dd29513_findings,Partial,Yes,No
General,2dd29513_run_B_safe,Partial,Yes,No
General,acquifinder,Complete,Yes,Yes
General,active,Partial,Yes,No
General,active-crawl,Partial,Yes,No
General,active_recon,Complete,Yes,Yes
Port Scanning,active_scanning,Partial,Yes,No
General,active_test,Partial,Yes,No
General,activities,Partial,Yes,No
General,activity-logger,Partial,Yes,No
General,activity-logger_1,Partial,Yes,No
General,activity_feed,Partial,Yes,No
General,ad-attacker,Partial,Yes,No
General,adapter,Partial,Yes,No
General,addr,Partial,Yes,No
General,ad_agent,Partial,Yes,No
General,agent,Partial,Yes,No
General,agent-execution,Partial,Yes,No
General,AGENTS,Partial,Yes,No
General,AGENTS_1,Partial,Yes,No
General,agent_1,Partial,Yes,No
General,agent_3,Partial,Yes,No
General,agent_loop,Partial,Yes,No
General,agent_runner,Partial,Yes,No
General,agent_test,Partial,Yes,No
General,agent_trace,Partial,Yes,No
General,agent_trace_test,Partial,Yes,No
General,alerts,Partial,Yes,No
General,alerts_1,Partial,Yes,No
General,alienvault,Partial,Yes,No
General,alterations,Metadata Only,No,No
General,alterx,Partial,Yes,No
General,amass,Partial,Yes,No
General,amass_2,Partial,Yes,No
General,analyze_repos,Partial,Yes,No
General,anomaly_detector,Partial,Yes,No
General,anomaly_engine,Partial,Yes,No
General,anthropic,Partial,Yes,No
General,anthropic_agent,Partial,Yes,No
General,anthropic_official,Partial,Yes,No
General,anubis,Partial,Yes,No
General,apex,Partial,Yes,No
General,api,Partial,Yes,No
General,api-discoverer-agent,Partial,Yes,No
General,api-discovery,Partial,Yes,No
General,api-discoverytest,Partial,Yes,No
General,api-docs,Partial,Yes,No
General,api-schema-analyzer,Partial,Yes,No
General,api-security,Partial,Yes,No
General,apitest,Partial,Yes,No
General,api_attack_surface,Partial,Yes,No
General,api_authentication,Partial,Yes,No
General,api_fingerprint,Partial,Yes,No
General,api_models,Partial,Yes,No
General,api_path_discovery,Partial,Yes,No
General,api_pipeline,Partial,Yes,No
General,api_security_agent,Partial,Yes,No
General,api_surface_mapper,Partial,Yes,No
General,app,Partial,Yes,No
General,apply_triage_labels,Partial,Yes,No
General,app_2,Partial,Yes,No
General,app_3,Partial,Yes,No
General,app_config,Partial,Yes,No
General,aquatone,Partial,Yes,No
General,arbiter,Partial,Yes,No
General,architect-infer-agent,Partial,Yes,No
General,ARCHITECTURE,Partial,Yes,No
General,ARCHITECTURE_1,Partial,Yes,No
General,ARCHITECTURE_2,Partial,Yes,No
General,arjun_tool,Partial,Yes,No
General,artifact-manifest,Partial,Yes,No
General,asn,Complete,Yes,Yes
General,asncache,Partial,Yes,No
General,asnmap,Partial,Yes,No
General,asn_intel,Complete,Yes,Yes
General,assetfinder,Partial,Yes,No
General,assets,Partial,Yes,No
General,assets_test,Partial,Yes,No
General,asset_classifier,Partial,Yes,No
General,asset_decode,Partial,Yes,No
Port Scanning,asset_secrets_scan,Partial,Yes,No
General,assoc,Partial,Yes,No
General,asvs-mapper,Partial,Yes,No
General,async_prompt,Partial,Yes,No
General,attach,Partial,Yes,No
General,attach_test,Partial,Yes,No
AI,attack-chain,Partial,Yes,No
General,attack-planner,Partial,Yes,No
General,attack-surface-enumeration,Partial,Yes,No
AI,attackchain,Partial,Yes,No
General,attack_surface_mapper,Partial,Yes,No
General,attack_surface_mapping,Partial,Yes,No
General,audit,Partial,Yes,No
General,audit-logger,Partial,Yes,No
General,audit-session,Partial,Yes,No
General,audit_1,Partial,Yes,No
General,aup_consent,Partial,Yes,No
General,auth,Partial,Yes,No
General,auth-flow-analyzer,Partial,Yes,No
General,authed-findings,Partial,Yes,No
General,authed-stderr,Partial,Yes,No
Port Scanning,authenticated_scan,Partial,Yes,No
General,auth_2,Partial,Yes,No
General,auth_analyzer,Partial,Yes,No
General,auth_cache,Partial,Yes,No
General,auth_handler,Partial,Yes,No
General,auth_manager,Partial,Yes,No
General,auth_session,Partial,Yes,No
General,autnum,Partial,Yes,No
General,autsys,Partial,Yes,No
General,autsys_1,Partial,Yes,No
General,aws_recon,Metadata Only,No,No
General,axiom,Partial,Yes,No
General,backend,Partial,Yes,No
General,backlog,Partial,Yes,No
General,backlog_1,Partial,Yes,No
General,backlog_test,Partial,Yes,No
General,banner,Partial,Yes,No
General,banners,Partial,Yes,No
General,banner_3,Partial,Yes,No
General,banner_analyzer,Partial,Yes,No
General,banner_url,Partial,Yes,No
General,base,Partial,Yes,No
General,base-agent,Partial,Yes,No
General,base_1,Partial,Yes,No
General,base_3,Partial,Yes,No
General,base_5,Partial,Yes,No
General,base_tool,Partial,Yes,No
Port Scanning,basic_scan,Partial,Yes,No
General,batch_task,Partial,Yes,No
General,batch_task_manager,Partial,Yes,No
General,batch_task_mcp,Partial,Yes,No
General,beacongo,Partial,Yes,No
General,beacon_host,Partial,Yes,No
General,benchmark_juice_shop,Partial,Yes,No
General,bevigil,Partial,Yes,No
General,bigbountyrecon,Partial,Yes,No
General,billing-detection,Partial,Yes,No
General,binaryedge,Partial,Yes,No
General,bing,Partial,Yes,No
General,blackbox-config-agent,Partial,Yes,No
General,blackbox-context,Partial,Yes,No
General,blacklist_test,Partial,Yes,No
General,bloodhound,Partial,Yes,No
General,book,Partial,Yes,No
General,browser-crawler-agent,Partial,Yes,No
General,browser_agent,Partial,Yes,No
General,brute,Partial,Yes,No
General,bruteforce-ftp,Partial,Yes,No
Web Enumeration,bruteforce-http,Partial,Yes,No
General,bruteforce-rdp,Partial,Yes,No
General,bruteforce-smb,Partial,Yes,No
General,bruteforce-ssh,Partial,Yes,No
General,brute_test,Partial,Yes,No
General,bucket_exposure_engine,Partial,Yes,No
General,bufferover,Partial,Yes,No
General,bufferoverrun,Partial,Yes,No
General,bug,Partial,Yes,No
General,bug-bounty,Partial,Yes,No
General,bug_2,Partial,Yes,No
Port Scanning,bug_report_2,Partial,Yes,No
Port Scanning,bug_report_3,Partial,Yes,No
General,build,Partial,Yes,No
General,build-mvn,Partial,Yes,No
General,build-test,Partial,Yes,No
General,builder,Partial,Yes,No
General,builtin-tools,Partial,Yes,No
General,builtwith,Partial,Yes,No
General,BurpExtender,Partial,Yes,No
General,BurpExtender1,Partial,Yes,No
General,burp_client,Partial,Yes,No
General,burp_commands,Partial,Yes,No
General,burp_suite,Partial,Yes,No
General,business-logic-agent,Partial,Yes,No
General,business_logic_fuzz,Partial,Yes,No
General,c1ae665a_findings,Partial,Yes,No
General,c1ae665a_run_A_default,Partial,Yes,No
General,c2-operator,Partial,Yes,No
General,c2_1,Partial,Yes,No
General,c2_hitl_bridge,Partial,Yes,No
General,c2_lifecycle,Partial,Yes,No
General,c2_tools,Partial,Yes,No
General,c99,Partial,Yes,No
General,capability_map,Partial,Yes,No
General,captcha_replay,Partial,Yes,No
General,categories,Partial,Yes,No
General,censys,Partial,Yes,No
General,censys_test,Partial,Yes,No
General,certspotter,Partial,Yes,No
General,certspotter_2,Partial,Yes,No
General,cgo_specific,Partial,Yes,No
AI,chain,Partial,Yes,No
AI,chain_agent,Partial,Yes,No
General,CHANGELOG,Partial,Yes,No
General,CHANGELOG_121,Partial,Yes,No
General,CHANGELOG_122,Partial,Yes,No
General,CHANGELOG_123,Partial,Yes,No
General,CHANGELOG_13,Partial,Yes,No
General,CHANGELOG_14,Partial,Yes,No
General,CHANGELOG_15,Partial,Yes,No
General,CHANGELOG_16,Partial,Yes,No
General,CHANGELOG_17,Partial,Yes,No
General,CHANGELOG_18,Partial,Yes,No
General,CHANGELOG_181,Partial,Yes,No
General,CHANGELOG_182,Partial,Yes,No
General,CHANGELOG_19,Partial,Yes,No
General,CHANGELOG_2,Partial,Yes,No
General,CHANGELOG_20,Partial,Yes,No
General,CHANGELOG_3,Partial,Yes,No
General,chaos,Partial,Yes,No
General,chaos_2,Partial,Yes,No
General,chat-files,Partial,Yes,No
General,chatgpt,Partial,Yes,No
General,chatgpt_api,Partial,Yes,No
General,chatgpt_config_sample,Partial,Yes,No
General,chat_config,Partial,Yes,No
General,chat_uploads,Partial,Yes,No
General,check-env,Partial,Yes,No
General,checkpoint,Partial,Yes,No
General,checkpoint-manager,Partial,Yes,No
General,check_artifacts,Partial,Yes,No
General,check_artifacts_all,Partial,Yes,No
General,chinaz,Partial,Yes,No
General,chunk_eino,Partial,Yes,No
General,ci-cd,Partial,Yes,No
General,cicd-redteam,Partial,Yes,No
General,citations,Partial,Yes,No
AI,claims,Partial,Yes,No
AI,clair,Partial,Yes,No
General,CLAUDE,Partial,Yes,No
General,CLAUDE_4,Partial,Yes,No
General,claude_bridge,Partial,Yes,No
General,claude_reasoning_roundtrip,Partial,Yes,No
General,claude_reasoning_roundtrip_test,Partial,Yes,No
General,cleanup-rollback,Partial,Yes,No
General,cli,Metadata Only,No,No
General,client,Partial,Yes,No
General,client_1,Partial,Yes,No
General,client_2,Partial,Yes,No
General,client_4,Partial,Yes,No
General,client_sdk,Partial,Yes,No
General,clitest,Partial,Yes,No
General,cli_1,Partial,Yes,No
General,cli_2,Partial,Yes,No
General,cli_3,Partial,Yes,No
General,cli_4,Partial,Yes,No
General,cli_5,Partial,Yes,No
Cloud,cloud_fingerprint,Metadata Only,No,No
Cloud,cloud_models,Metadata Only,No,No
Cloud,cloud_pipeline,Metadata Only,No,No
General,cmdi-agent,Partial,Yes,No
General,cname,Partial,Yes,No
General,codeclimate,Partial,Yes,No
General,codecov,Partial,Yes,No
General,codeql,Partial,Yes,No
General,codeql-analysis,Partial,Yes,No
General,CODE_OF_CONDUCT,Partial,Yes,No
General,common,Partial,Yes,No
General,commoncrawl,Partial,Yes,No
General,common_2,Partial,Yes,No
General,company_enrich,Partial,Yes,No
General,company_rounds,Partial,Yes,No
General,company_search,Partial,Yes,No
General,compare_baseline,Partial,Yes,No
General,compliance,Partial,Yes,No
General,confidence_engine,Partial,Yes,No
General,config,Partial,Yes,No
General,config-loader,Partial,Yes,No
General,config-parser,Partial,Yes,No
General,config-schema,Partial,Yes,No
General,config-schema_1,Partial,Yes,No
General,configtest,Partial,Yes,No
General,configure_mcp,Partial,Yes,No
General,config_1,Partial,Yes,No
General,config_2,Partial,Yes,No
General,config_3,Partial,Yes,No
General,config_4,Partial,Yes,No
General,config_5,Partial,Yes,No
General,config_6,Partial,Yes,No
General,config_test,Partial,Yes,No
General,conftest,Partial,Yes,No
General,const,Partial,Yes,No
General,constants,Partial,Yes,No
General,constants_1,Partial,Yes,No
General,contact,Partial,Yes,No
AI,container-api,Partial,Yes,No
General,content,Partial,Yes,No
General,content-discovery-agent,Partial,Yes,No
General,content_discovery,Complete,Yes,Yes
General,content_fingerprint,Partial,Yes,No
General,context_analyzer,Partial,Yes,No
General,contracts,Partial,Yes,No
General,CONTRIBUTING,Partial,Yes,No
General,CONTRIBUTING_2,Partial,Yes,No
General,CONTRIBUTING_3,Partial,Yes,No
General,CONTRIBUTING_4,Partial,Yes,No
General,CONTRIBUTING_5,Partial,Yes,No
General,controller,Partial,Yes,No
General,conversation,Partial,Yes,No
General,conversation_manager,Partial,Yes,No
General,cookie_prefix_bypass,Partial,Yes,No
General,core,Partial,Yes,No
General,corpus,Partial,Yes,No
General,correlation_engine,Partial,Yes,No
General,cors-probe-agent,Partial,Yes,No
General,cors_reflection,Partial,Yes,No
General,cortex,Partial,Yes,No
General,cost,Partial,Yes,No
General,coupon_forging,Partial,Yes,No
General,COVERAGE,Partial,Yes,No
General,COVERAGE_1,Partial,Yes,No
General,crawler,Partial,Yes,No
General,crawler-agent,Partial,Yes,No
General,crawlercpython-313,Partial,Yes,No
General,crawler_1,Partial,Yes,No
General,crawler_2,Partial,Yes,No
General,crawler_3,Partial,Yes,No
General,createdFiles,Partial,Yes,No
General,credential-tester,Partial,Yes,No
Port Scanning,credentialed-scans,Partial,Yes,No
General,credential_detector,Partial,Yes,No
General,crlfuzz,Partial,Yes,No
General,crtsh,Metadata Only,No,No
General,crtsh_1,Partial,Yes,No
General,crtsh_3,Partial,Yes,No
General,csp_extractor,Complete,Yes,Yes
General,CTF,Partial,Yes,No
General,ctf-solver,Partial,Yes,No
General,curl,Partial,Yes,No
General,curl-known-security,Partial,Yes,No
General,curl-robots,Partial,Yes,No
General,cve_db,Partial,Yes,No
General,cve_poc_primitives,Partial,Yes,No
General,cvss-calculator,Partial,Yes,No
AI,cyberstrikeai-burp-extension-100,Partial,Yes,No
AI,CyberStrikeAIClient,Partial,Yes,No
AI,CyberStrikeAIClient1,Partial,Yes,No
AI,CyberStrikeAIClientAgentMode,Partial,Yes,No
AI,CyberStrikeAIClientConfig,Partial,Yes,No
AI,CyberStrikeAIClientStreamListener,Partial,Yes,No
AI,CyberStrikeAITab1,Partial,Yes,No
AI,CyberStrikeAITabDotIcon,Partial,Yes,No
AI,CyberStrikeAITabTestRun,Partial,Yes,No
AI,CyberStrikeAITabTestRunCellRenderer,Partial,Yes,No
General,dalfox,Partial,Yes,No
General,dark-matter,Partial,Yes,No
General,dark-mattertest,Partial,Yes,No
General,dashboard,Partial,Yes,No
General,dashboard_1,Partial,Yes,No
General,dashboard_2,Partial,Yes,No
General,data-flow-mapper,Partial,Yes,No
General,DATA-PRIVACY,Partial,Yes,No
General,database_1,Partial,Yes,No
General,datasources,Partial,Yes,No
General,datasrcs,Partial,Yes,No
General,datasrcs_test,Partial,Yes,No
General,DeathNote_1,Partial,Yes,No
General,debug,Partial,Yes,No
General,debug-world-model,Partial,Yes,No
General,DECISION,Partial,Yes,No
General,decision_engine,Partial,Yes,No
General,decision_engine_1,Partial,Yes,No
General,dedup,Partial,Yes,No
General,deduplicator,Partial,Yes,No
General,deepseek,Partial,Yes,No
General,deepseek_api,Partial,Yes,No
General,deepsource,Partial,Yes,No
General,default,Partial,Yes,No
General,default_1,Partial,Yes,No
General,default_single_system_prompt,Partial,Yes,No
General,demo,Metadata Only,No,No
General,dep-auto-merge,Partial,Yes,No
General,dependabot_2,Partial,Yes,No
General,DEPENDENCIES,Partial,Yes,No
General,dependency_graph,Partial,Yes,No
General,DEPLOYMENT,Partial,Yes,No
General,deserialization,Partial,Yes,No
General,DESIGN-FEATURES,Partial,Yes,No
General,detection-engineer,Partial,Yes,No
General,detection_engine,Partial,Yes,No
General,detector,Partial,Yes,No
General,development,Partial,Yes,No
General,diff,Partial,Yes,No
General,digitalyama,Partial,Yes,No
General,digitorus,Partial,Yes,No
General,ding,Partial,Yes,No
General,dirbrute,Partial,Yes,No
General,dirbuster,Partial,Yes,No
General,dirbuster_2,Partial,Yes,No
General,directories,Partial,Yes,No
General,dirsearch,Partial,Yes,No
General,dirsearch_2,Partial,Yes,No
General,dirsearch_tool,Partial,Yes,No
AI,DISCLAIMER_2,Partial,Yes,No
General,dispatch,Partial,Yes,No
General,dispatcher,Partial,Yes,No
DNS / Subdomain Enumeration,dns,Partial,Yes,No
DNS / Subdomain Enumeration,dns-reverse-lookup,Partial,Yes,No
DNS / Subdomain Enumeration,dns-zone-transfer,Partial,Yes,No
DNS / Subdomain Enumeration,dnsdb,Partial,Yes,No
DNS / Subdomain Enumeration,dnsdumpster,Partial,Yes,No
DNS / Subdomain Enumeration,dnsenum,Partial,Yes,No
DNS / Subdomain Enumeration,dnsenum_tool,Partial,Yes,No
DNS / Subdomain Enumeration,dnshistory,Partial,Yes,No
DNS / Subdomain Enumeration,dnslog,Partial,Yes,No
DNS / Subdomain Enumeration,dnsrecon,Partial,Yes,No
DNS / Subdomain Enumeration,dnsrecon-subdomain-bruteforce,Partial,Yes,No
DNS / Subdomain Enumeration,dnsrecon_tool,Partial,Yes,No
DNS / Subdomain Enumeration,dnsrepo,Partial,Yes,No
DNS / Subdomain Enumeration,dnsrepo_2,Partial,Yes,No
DNS / Subdomain Enumeration,dnsx,Partial,Yes,No
DNS / Subdomain Enumeration,dnsx_tool,Partial,Yes,No
DNS / Subdomain Enumeration,dns_extractor,Partial,Yes,No
DNS / Subdomain Enumeration,dns_intelligence,Complete,Yes,Yes
DNS / Subdomain Enumeration,dns_pipeline,Partial,Yes,No
DNS / Subdomain Enumeration,dns_test,Partial,Yes,No
DNS / Subdomain Enumeration,dns_tool,Partial,Yes,No
General,doc,Partial,Yes,No
General,docker,Metadata Only,No,No
General,Dockerfile,Partial,Yes,No
General,Dockerfile_1,Partial,Yes,No
General,Dockerfile_10,Partial,Yes,No
General,Dockerfile_11,Partial,Yes,No
General,Dockerfile_2,Partial,Yes,No
General,Dockerfile_5,Partial,Yes,No
General,Dockerfile_6,Partial,Yes,No
General,Dockerfile_8,Partial,Yes,No
General,dockerhub-push,Partial,Yes,No
General,docs,Partial,Yes,No
General,docs_1,Partial,Yes,No
General,doctor,Partial,Yes,No
General,documentation-agent,Partial,Yes,No
General,doc_1,Partial,Yes,No
General,doc_2,Partial,Yes,No
General,doc_3,Partial,Yes,No
AI,domain-profiler,Partial,Yes,No
AI,domains,Metadata Only,No,No
AI,domainsproject,Partial,Yes,No
AI,domain_record,Partial,Yes,No
General,dom_xss,Partial,Yes,No
General,dot,Partial,Yes,No
General,dotdotpwn,Partial,Yes,No
General,dot_test,Partial,Yes,No
General,DPA,Partial,Yes,No
General,driftnet,Partial,Yes,No
General,duckduckgo,Partial,Yes,No
General,efd01c52_findings,Partial,Yes,No
AI,efd01c52_llm_coordinated_run,Partial,Yes,No
General,efd01c52_probe_runs,Partial,Yes,No
General,eino,Partial,Yes,No
General,eino_checkpoint,Partial,Yes,No
General,eino_execute_monitor,Partial,Yes,No
General,eino_execute_streaming_wrap,Partial,Yes,No
General,eino_exit_fallback_test,Partial,Yes,No
General,eino_filesystem_tool_monitor,Partial,Yes,No
General,eino_input_telemetry,Partial,Yes,No
General,eino_meta,Partial,Yes,No
General,eino_middleware,Partial,Yes,No
General,eino_middleware_test,Partial,Yes,No
General,eino_model_facing_trace,Partial,Yes,No
General,eino_model_rewrite_pipeline,Partial,Yes,No
General,eino_orchestration,Partial,Yes,No
General,eino_resume_segment,Partial,Yes,No
AI,eino_retrieve_chain_test,Partial,Yes,No
General,eino_single_agent,Partial,Yes,No
General,eino_single_runner,Partial,Yes,No
General,eino_skills,Partial,Yes,No
General,eino_sse_sanitizer,Partial,Yes,No
General,eino_sse_sanitizer_test,Partial,Yes,No
General,eino_summarize,Partial,Yes,No
General,eino_summarize_test,Partial,Yes,No
General,eino_test,Partial,Yes,No
General,eino_tool_name_injection,Partial,Yes,No
General,eino_transient_retry,Partial,Yes,No
General,eino_transient_retry_test,Partial,Yes,No
AI,email,Partial,Yes,No
OSINT,email-osint-agent,Metadata Only,No,No
General,embedding,Partial,Yes,No
General,employees,Partial,Yes,No
General,en-US,Partial,Yes,No
General,endpoint_classifier,Partial,Yes,No
General,engagement-planning,Partial,Yes,No
General,engine,Partial,Yes,No
General,engineapi,Partial,Yes,No
General,engineapi_test,Partial,Yes,No
General,engine_1,Partial,Yes,No
Port Scanning,enhanced-report,Partial,Yes,No
General,entrypoint_1,Partial,Yes,No
General,enum4linux,Partial,Yes,No
General,enumerate,Partial,Yes,No
General,enumerate_test,Partial,Yes,No
General,envexpand,Partial,Yes,No
General,envexpand_test,Partial,Yes,No
General,env_1,Partial,Yes,No
General,env_2,Partial,Yes,No
General,env_4,Partial,Yes,No
General,epistemic-reasoning,Partial,Yes,No
General,EQBSL-Primer,Partial,Yes,No
General,error,Partial,Yes,No
General,error-formatter,Partial,Yes,No
General,error-handling,Partial,Yes,No
General,ErrorPatternAnalyzertest,Partial,Yes,No
General,errors,Partial,Yes,No
