Repository,Location,Language,Status,Entry Point,Integration Type,Notes
Keygraph_Button,plugins\recon\Keygraph_Button,Python,Wrapper Only,plugin.py,Plugin,
kiterunner,plugins\recon\kiterunner,Python,Wrapper Only,plugin.py,Plugin,
kiterunner_tool,plugins\recon\kiterunner_tool,Python,Wrapper Only,plugin.py,Plugin,
knowledge,plugins\recon\knowledge,Python,Wrapper Only,plugin.py,Plugin,
knowledge-base,plugins\recon\knowledge-base,Python,Wrapper Only,plugin.py,Plugin,
knowledgejs,plugins\recon\knowledgejs,Python,Wrapper Only,plugin.py,Plugin,
knowledge_base,plugins\recon\knowledge_base,Python,Wrapper Only,plugin.py,Plugin,
knowledge_base_1,plugins\recon\knowledge_base_1,Python,Wrapper Only,plugin.py,Plugin,
known_fqdn,plugins\recon\known_fqdn,Python,Wrapper Only,plugin.py,Plugin,
kubernetes_analyzer,plugins\recon\kubernetes_analyzer,Python,Wrapper Only,plugin.py,Plugin,
langfuse,plugins\recon\langfuse,Python,Wrapper Only,plugin.py,Plugin,
lark,plugins\recon\lark,Python,Wrapper Only,plugin.py,Plugin,
lateral-movement,plugins\recon\lateral-movement,Python,Wrapper Only,plugin.py,Plugin,
layout,plugins\recon\layout,Python,Wrapper Only,plugin.py,Plugin,
ldap-search,plugins\recon\ldap-search,Python,Wrapper Only,plugin.py,Plugin,
ldap_injection,plugins\recon\ldap_injection,Python,Wrapper Only,plugin.py,Plugin,
leaked_credentials,plugins\recon\leaked_credentials,Python,Wrapper Only,plugin.py,Plugin,
leakix,plugins\recon\leakix,Python,Wrapper Only,plugin.py,Plugin,
leakix_2,plugins\recon\leakix_2,Python,Wrapper Only,plugin.py,Plugin,
learning_mode,plugins\recon\learning_mode,Python,Wrapper Only,plugin.py,Plugin,
ledger,plugins\recon\ledger,Python,Wrapper Only,plugin.py,Plugin,
legacy,plugins\recon\legacy,Python,Wrapper Only,plugin.py,Plugin,
LegacyPentestRunner,plugins\recon\LegacyPentestRunner,Python,Wrapper Only,plugin.py,Plugin,
lei_record,plugins\recon\lei_record,Python,Wrapper Only,plugin.py,Plugin,
lfi_wordlist,plugins\recon\lfi_wordlist,Python,Wrapper Only,plugin.py,Plugin,
libc-database,plugins\recon\libc-database,Python,Wrapper Only,plugin.py,Plugin,
library,plugins\recon\library,Python,Wrapper Only,plugin.py,Plugin,
LICENSE,plugins\recon\LICENSE,Python,Wrapper Only,plugin.py,Plugin,
LICENSE_1,plugins\recon\LICENSE_1,Python,Wrapper Only,plugin.py,Plugin,
LICENSE_10,plugins\recon\LICENSE_10,Python,Wrapper Only,plugin.py,Plugin,
LICENSE_12,plugins\recon\LICENSE_12,Python,Wrapper Only,plugin.py,Plugin,
LICENSE_13,plugins\recon\LICENSE_13,Python,Wrapper Only,plugin.py,Plugin,
LICENSE_14,plugins\recon\LICENSE_14,Python,Wrapper Only,plugin.py,Plugin,
LICENSE_2,plugins\recon\LICENSE_2,Python,Wrapper Only,plugin.py,Plugin,
LICENSE_3,plugins\recon\LICENSE_3,Python,Wrapper Only,plugin.py,Plugin,
LICENSE_4,plugins\recon\LICENSE_4,Python,Wrapper Only,plugin.py,Plugin,
LICENSE_6,plugins\recon\LICENSE_6,Python,Wrapper Only,plugin.py,Plugin,
LICENSE_7,plugins\recon\LICENSE_7,Python,Wrapper Only,plugin.py,Plugin,
LICENSE_9,plugins\recon\LICENSE_9,Python,Wrapper Only,plugin.py,Plugin,
linkedin,plugins\recon\linkedin,Python,Wrapper Only,plugin.py,Plugin,
linpeas,plugins\recon\linpeas,Python,Wrapper Only,plugin.py,Plugin,
lint,plugins\recon\lint,Python,Wrapper Only,plugin.py,Plugin,
lint_python,plugins\recon\lint_python,Python,Wrapper Only,plugin.py,Plugin,
listener,plugins\recon\listener,Python,Wrapper Only,plugin.py,Plugin,
listener_http,plugins\recon\listener_http,Python,Wrapper Only,plugin.py,Plugin,
listener_tcp,plugins\recon\listener_tcp,Python,Wrapper Only,plugin.py,Plugin,
listener_websocket,plugins\recon\listener_websocket,Python,Wrapper Only,plugin.py,Plugin,
live_capture,plugins\recon\live_capture,Python,Wrapper Only,plugin.py,Plugin,
llm,plugins\recon\llm,Python,Wrapper Only,plugin.py,Plugin,
llm-analysis,plugins\recon\llm-analysis,Python,Wrapper Only,plugin.py,Plugin,
llm-analyzer,plugins\recon\llm-analyzer,Python,Wrapper Only,plugin.py,Plugin,
llm-app-redteam,plugins\recon\llm-app-redteam,Python,Wrapper Only,plugin.py,Plugin,
llm-client,plugins\recon\llm-client,Python,Wrapper Only,plugin.py,Plugin,
llm-clienttest,plugins\recon\llm-clienttest,Python,Wrapper Only,plugin.py,Plugin,
llm-clienttest_1,plugins\recon\llm-clienttest_1,Python,Wrapper Only,plugin.py,Plugin,
llm-client_1,plugins\recon\llm-client_1,Python,Wrapper Only,plugin.py,Plugin,
llm-redteam,plugins\recon\llm-redteam,Python,Wrapper Only,plugin.py,Plugin,
llm_analysis,plugins\recon\llm_analysis,Python,Wrapper Only,plugin.py,Plugin,
llm_api,plugins\recon\llm_api,Python,Wrapper Only,plugin.py,Plugin,
load,plugins\recon\load,Python,Wrapper Only,plugin.py,Plugin,
loader_1,plugins\recon\loader_1,Python,Wrapper Only,plugin.py,Plugin,
LOCAL-SETUP,plugins\recon\LOCAL-SETUP,Python,Wrapper Only,plugin.py,Plugin,
local-source-generator,plugins\recon\local-source-generator,Python,Wrapper Only,plugin.py,Plugin,
location,plugins\recon\location,Python,Wrapper Only,plugin.py,Plugin,
locations,plugins\recon\locations,Python,Wrapper Only,plugin.py,Plugin,
location_1,plugins\recon\location_1,Python,Wrapper Only,plugin.py,Plugin,
log,plugins\recon\log,Python,Wrapper Only,plugin.py,Plugin,
log-stream,plugins\recon\log-stream,Python,Wrapper Only,plugin.py,Plugin,
logger,plugins\recon\logger,Python,Wrapper Only,plugin.py,Plugin,
loggercpython-313,plugins\recon\loggercpython-313,Python,Wrapper Only,plugin.py,Plugin,
logger_1,plugins\recon\logger_1,Python,Wrapper Only,plugin.py,Plugin,
logger_2,plugins\recon\logger_2,Python,Wrapper Only,plugin.py,Plugin,
login-instructions,plugins\recon\login-instructions,Python,Wrapper Only,plugin.py,Plugin,
login-instructions_1,plugins\recon\login-instructions_1,Python,Wrapper Only,plugin.py,Plugin,
logo,plugins\recon\logo,Python,Wrapper Only,plugin.py,Plugin,
logo_1,plugins\recon\logo_1,Python,Wrapper Only,plugin.py,Plugin,
logs,plugins\recon\logs,Python,Wrapper Only,plugin.py,Plugin,
lookup-sid,plugins\recon\lookup-sid,Python,Wrapper Only,plugin.py,Plugin,
main,plugins\recon\main,Python,Wrapper Only,plugin.py,Plugin,
main_1,plugins\recon\main_1,Python,Wrapper Only,plugin.py,Plugin,
main_10,plugins\recon\main_10,Python,Wrapper Only,plugin.py,Plugin,
main_11,plugins\recon\main_11,Python,Wrapper Only,plugin.py,Plugin,
main_12,plugins\recon\main_12,Python,Wrapper Only,plugin.py,Plugin,
main_14,plugins\recon\main_14,Python,Wrapper Only,plugin.py,Plugin,
main_15,plugins\recon\main_15,Python,Wrapper Only,plugin.py,Plugin,
main_17,plugins\recon\main_17,Python,Wrapper Only,plugin.py,Plugin,
main_18,plugins\recon\main_18,Python,Wrapper Only,plugin.py,Plugin,
main_2,plugins\recon\main_2,Python,Wrapper Only,plugin.py,Plugin,
main_3,plugins\recon\main_3,Python,Wrapper Only,plugin.py,Plugin,
main_4,plugins\recon\main_4,Python,Wrapper Only,plugin.py,Plugin,
main_5,plugins\recon\main_5,Python,Wrapper Only,plugin.py,Plugin,
main_6,plugins\recon\main_6,Python,Wrapper Only,plugin.py,Plugin,
main_7,plugins\recon\main_7,Python,Wrapper Only,plugin.py,Plugin,
main_8,plugins\recon\main_8,Python,Wrapper Only,plugin.py,Plugin,
main_9,plugins\recon\main_9,Python,Wrapper Only,plugin.py,Plugin,
main_server_http_redirect,plugins\recon\main_server_http_redirect,Python,Wrapper Only,plugin.py,Plugin,
main_server_http_redirect_test,plugins\recon\main_server_http_redirect_test,Python,Wrapper Only,plugin.py,Plugin,
main_server_tls,plugins\recon\main_server_tls,Python,Wrapper Only,plugin.py,Plugin,
Makefile_2,plugins\recon\Makefile_2,Python,Wrapper Only,plugin.py,Plugin,
Makefile_3,plugins\recon\Makefile_3,Python,Wrapper Only,plugin.py,Plugin,
malicious,plugins\recon\malicious,Python,Wrapper Only,plugin.py,Plugin,
maltego,plugins\recon\maltego,Python,Wrapper Only,plugin.py,Plugin,
malware-analyst,plugins\recon\malware-analyst,Python,Wrapper Only,plugin.py,Plugin,
manager_1,plugins\recon\manager_1,Python,Wrapper Only,plugin.py,Plugin,
manager_2,plugins\recon\manager_2,Python,Wrapper Only,plugin.py,Plugin,
mapcidr,plugins\recon\mapcidr,Python,Wrapper Only,plugin.py,Plugin,
mapping,plugins\recon\mapping,Python,Wrapper Only,plugin.py,Plugin,
markdown,plugins\recon\markdown,Python,Wrapper Only,plugin.py,Plugin,
MarkdownRenderer,plugins\recon\MarkdownRenderer,Python,Wrapper Only,plugin.py,Plugin,
markdown_agents,plugins\recon\markdown_agents,Python,Wrapper Only,plugin.py,Plugin,
markdown_orchestrator_test,plugins\recon\markdown_orchestrator_test,Python,Wrapper Only,plugin.py,Plugin,
markers,plugins\recon\markers,Python,Wrapper Only,plugin.py,Plugin,
marketplace,plugins\recon\marketplace,Python,Wrapper Only,plugin.py,Plugin,
masscan,plugins\recon\masscan,Python,Wrapper Only,plugin.py,Plugin,
masscan_2,plugins\recon\masscan_2,Python,Wrapper Only,plugin.py,Plugin,
massdns,plugins\recon\massdns,Python,Wrapper Only,plugin.py,Plugin,
massdns_tool,plugins\recon\massdns_tool,Python,Wrapper Only,plugin.py,Plugin,
mass_assignment,plugins\recon\mass_assignment,Python,Wrapper Only,plugin.py,Plugin,
match,plugins\recon\match,Python,Wrapper Only,plugin.py,Plugin,
mcp,plugins\recon\mcp,Python,Wrapper Only,plugin.py,Plugin,
mcp-management,plugins\recon\mcp-management,Python,Wrapper Only,plugin.py,Plugin,
mcp-stdio2,plugins\recon\mcp-stdio2,Python,Wrapper Only,plugin.py,Plugin,
mcp_client,plugins\recon\mcp_client,Python,Wrapper Only,plugin.py,Plugin,
mcp_manager,plugins\recon\mcp_manager,Python,Wrapper Only,plugin.py,Plugin,
mcp_pent_claude_agent,plugins\recon\mcp_pent_claude_agent,Python,Wrapper Only,plugin.py,Plugin,
mcp_reverse_shell,plugins\recon\mcp_reverse_shell,Python,Wrapper Only,plugin.py,Plugin,
mcp_setup,plugins\recon\mcp_setup,Python,Wrapper Only,plugin.py,Plugin,
mcp_tools,plugins\recon\mcp_tools,Python,Wrapper Only,plugin.py,Plugin,
mcp_tools_test,plugins\recon\mcp_tools_test,Python,Wrapper Only,plugin.py,Plugin,
memory,plugins\recon\memory,Python,Wrapper Only,plugin.py,Plugin,
memory_compressor,plugins\recon\memory_compressor,Python,Wrapper Only,plugin.py,Plugin,
menu,plugins\recon\menu,Python,Wrapper Only,plugin.py,Plugin,
merklemap,plugins\recon\merklemap,Python,Wrapper Only,plugin.py,Plugin,
message-handlers,plugins\recon\message-handlers,Python,Wrapper Only,plugin.py,Plugin,
meta,plugins\recon\meta,Python,Wrapper Only,plugin.py,Plugin,
meta-cognition,plugins\recon\meta-cognition,Python,Wrapper Only,plugin.py,Plugin,
metadata,plugins\recon\metadata,Python,Metadata Only,,Plugin,
metasploit-agent,plugins\recon\metasploit-agent,Python,Wrapper Only,plugin.py,Plugin,
methodology_engine,plugins\recon\methodology_engine,Python,Wrapper Only,plugin.py,Plugin,
metrics,plugins\recon\metrics,Python,Wrapper Only,plugin.py,Plugin,
metrics-tracker,plugins\recon\metrics-tracker,Python,Wrapper Only,plugin.py,Plugin,
metrics_1,plugins\recon\metrics_1,Python,Wrapper Only,plugin.py,Plugin,
mobile_agent,plugins\recon\mobile_agent,Python,Wrapper Only,plugin.py,Plugin,
mock_pipelinetest,plugins\recon\mock_pipelinetest,Python,Wrapper Only,plugin.py,Plugin,
model-registry,plugins\recon\model-registry,Python,Wrapper Only,plugin.py,Plugin,
ModelCommand,plugins\recon\ModelCommand,Python,Wrapper Only,plugin.py,Plugin,
models,plugins\recon\models,Python,Wrapper Only,plugin.py,Plugin,
models_1,plugins\recon\models_1,Python,Wrapper Only,plugin.py,Plugin,
models_2,plugins\recon\models_2,Python,Wrapper Only,plugin.py,Plugin,
models_5,plugins\recon\models_5,Python,Wrapper Only,plugin.py,Plugin,
model_manager,plugins\recon\model_manager,Python,Wrapper Only,plugin.py,Plugin,
modes,plugins\recon\modes,Python,Wrapper Only,plugin.py,Plugin,
MODS,plugins\recon\MODS,Python,Wrapper Only,plugin.py,Plugin,
module_import,plugins\recon\module_import,Python,Wrapper Only,plugin.py,Plugin,
monitor,plugins\recon\monitor,Python,Wrapper Only,plugin.py,Plugin,
monitor_1,plugins\recon\monitor_1,Python,Wrapper Only,plugin.py,Plugin,
MSSQLInjection,plugins\recon\MSSQLInjection,Python,Wrapper Only,plugin.py,Plugin,
multi_agent,plugins\recon\multi_agent,Python,Wrapper Only,plugin.py,Plugin,
MULTI_AGENT_EINO,plugins\recon\MULTI_AGENT_EINO,Python,Wrapper Only,plugin.py,Plugin,
multi_agent_prepare,plugins\recon\multi_agent_prepare,Python,Wrapper Only,plugin.py,Plugin,
naabu,plugins\recon\naabu,Python,Wrapper Only,plugin.py,Plugin,
naabu_tool,plugins\recon\naabu_tool,Python,Wrapper Only,plugin.py,Plugin,
namelist,plugins\recon\namelist,Python,Wrapper Only,plugin.py,Plugin,
navigator,plugins\recon\navigator,Python,Wrapper Only,plugin.py,Plugin,
nbtscan,plugins\recon\nbtscan,Python,Wrapper Only,plugin.py,Plugin,
netblock,plugins\recon\netblock,Python,Wrapper Only,plugin.py,Plugin,
netblock_1,plugins\recon\netblock_1,Python,Wrapper Only,plugin.py,Plugin,
netdiscover_tool,plugins\recon\netdiscover_tool,Python,Wrapper Only,plugin.py,Plugin,
netexec,plugins\recon\netexec,Python,Wrapper Only,plugin.py,Plugin,
netlas,plugins\recon\netlas,Python,Wrapper Only,plugin.py,Plugin,
network-recon,plugins\recon\network-recon,Python,Wrapper Only,plugin.py,Plugin,
networks,plugins\recon\networks,Python,Wrapper Only,plugin.py,Plugin,
network_discovery,plugins\recon\network_discovery,Python,Wrapper Only,plugin.py,Plugin,
nextjs_rsc_rce,plugins\recon\nextjs_rsc_rce,Python,Wrapper Only,plugin.py,Plugin,
next_step_predictor,plugins\recon\next_step_predictor,Python,Wrapper Only,plugin.py,Plugin,
nikto_2,plugins\recon\nikto_2,Python,Wrapper Only,plugin.py,Plugin,
nikto_tool,plugins\recon\nikto_tool,Python,Wrapper Only,plugin.py,Plugin,
nmap-ajp,plugins\recon\nmap-ajp,Python,Wrapper Only,plugin.py,Plugin,
nmap-cassandra,plugins\recon\nmap-cassandra,Python,Wrapper Only,plugin.py,Plugin,
nmap-cups,plugins\recon\nmap-cups,Python,Wrapper Only,plugin.py,Plugin,
nmap-dns,plugins\recon\nmap-dns,Python,Wrapper Only,plugin.py,Plugin,
nmap-finger,plugins\recon\nmap-finger,Python,Wrapper Only,plugin.py,Plugin,
nmap-ftp,plugins\recon\nmap-ftp,Python,Wrapper Only,plugin.py,Plugin,
nmap-http,plugins\recon\nmap-http,Python,Wrapper Only,plugin.py,Plugin,
nmap-imap,plugins\recon\nmap-imap,Python,Wrapper Only,plugin.py,Plugin,
nmap-irc,plugins\recon\nmap-irc,Python,Wrapper Only,plugin.py,Plugin,
nmap-kerberos,plugins\recon\nmap-kerberos,Python,Wrapper Only,plugin.py,Plugin,
nmap-ldap,plugins\recon\nmap-ldap,Python,Wrapper Only,plugin.py,Plugin,
nmap-mongodb,plugins\recon\nmap-mongodb,Python,Wrapper Only,plugin.py,Plugin,
nmap-mountd,plugins\recon\nmap-mountd,Python,Wrapper Only,plugin.py,Plugin,
nmap-msrpc,plugins\recon\nmap-msrpc,Python,Wrapper Only,plugin.py,Plugin,
nmap-mssql,plugins\recon\nmap-mssql,Python,Wrapper Only,plugin.py,Plugin,
nmap-multicast-dns,plugins\recon\nmap-multicast-dns,Python,Wrapper Only,plugin.py,Plugin,
nmap-mysql,plugins\recon\nmap-mysql,Python,Wrapper Only,plugin.py,Plugin,
nmap-nfs,plugins\recon\nmap-nfs,Python,Wrapper Only,plugin.py,Plugin,
nmap-nntp,plugins\recon\nmap-nntp,Python,Wrapper Only,plugin.py,Plugin,
nmap-ntp,plugins\recon\nmap-ntp,Python,Wrapper Only,plugin.py,Plugin,
nmap-oracle,plugins\recon\nmap-oracle,Python,Wrapper Only,plugin.py,Plugin,
nmap-pop3,plugins\recon\nmap-pop3,Python,Wrapper Only,plugin.py,Plugin,
nmap-rdp,plugins\recon\nmap-rdp,Python,Wrapper Only,plugin.py,Plugin,
nmap-redis,plugins\recon\nmap-redis,Python,Wrapper Only,plugin.py,Plugin,
nmap-rmi,plugins\recon\nmap-rmi,Python,Wrapper Only,plugin.py,Plugin,
nmap-rsync,plugins\recon\nmap-rsync,Python,Wrapper Only,plugin.py,Plugin,
nmap-sip,plugins\recon\nmap-sip,Python,Wrapper Only,plugin.py,Plugin,
nmap-smb,plugins\recon\nmap-smb,Python,Wrapper Only,plugin.py,Plugin,
nmap-smtp,plugins\recon\nmap-smtp,Python,Wrapper Only,plugin.py,Plugin,
nmap-snmp,plugins\recon\nmap-snmp,Python,Wrapper Only,plugin.py,Plugin,
nmap-ssh,plugins\recon\nmap-ssh,Python,Wrapper Only,plugin.py,Plugin,
nmap-telnet,plugins\recon\nmap-telnet,Python,Wrapper Only,plugin.py,Plugin,
nmap-tftp,plugins\recon\nmap-tftp,Python,Wrapper Only,plugin.py,Plugin,
nmap-vnc,plugins\recon\nmap-vnc,Python,Wrapper Only,plugin.py,Plugin,
nmap_tool_1,plugins\recon\nmap_tool_1,Python,Wrapper Only,plugin.py,Plugin,
normalization,plugins\recon\normalization,Python,Wrapper Only,plugin.py,Plugin,
normalize_streaming_delta_test,plugins\recon\normalize_streaming_delta_test,Python,Wrapper Only,plugin.py,Plugin,
normalize_streaming_eof_test,plugins\recon\normalize_streaming_eof_test,Python,Wrapper Only,plugin.py,Plugin,
nosql_fuzz,plugins\recon\nosql_fuzz,Python,Wrapper Only,plugin.py,Plugin,
notifications,plugins\recon\notifications,Python,Wrapper Only,plugin.py,Plugin,
notify,plugins\recon\notify,Python,Wrapper Only,plugin.py,Plugin,
no_nested_task,plugins\recon\no_nested_task,Python,Wrapper Only,plugin.py,Plugin,
nuclei,plugins\recon\nuclei,Python,Wrapper Only,plugin.py,Plugin,
nuclei-agent,plugins\recon\nuclei-agent,Python,Wrapper Only,plugin.py,Plugin,
nuclei-template-sha,plugins\recon\nuclei-template-sha,Python,Wrapper Only,plugin.py,Plugin,
nuclei_2,plugins\recon\nuclei_2,Python,Wrapper Only,plugin.py,Plugin,
nuclei_tool,plugins\recon\nuclei_tool,Python,Wrapper Only,plugin.py,Plugin,
oauth_pkce_downgrade,plugins\recon\oauth_pkce_downgrade,Python,Wrapper Only,plugin.py,Plugin,
ollama,plugins\recon\ollama,Python,Wrapper Only,plugin.py,Plugin,
ollama_api,plugins\recon\ollama_api,Python,Wrapper Only,plugin.py,Plugin,
one-gadget,plugins\recon\one-gadget,Python,Wrapper Only,plugin.py,Plugin,
onesixtyone,plugins\recon\onesixtyone,Python,Wrapper Only,plugin.py,Plugin,
onyphe,plugins\recon\onyphe,Python,Wrapper Only,plugin.py,Plugin,
openai,plugins\recon\openai,Python,Wrapper Only,plugin.py,Plugin,
openapi,plugins\recon\openapi,Python,Wrapper Only,plugin.py,Plugin,
openapi-discovery-agent,plugins\recon\openapi-discovery-agent,Python,Wrapper Only,plugin.py,Plugin,
openapi_i18n,plugins\recon\openapi_i18n,Python,Wrapper Only,plugin.py,Plugin,
openapi_parser,plugins\recon\openapi_parser,Python,Wrapper Only,plugin.py,Plugin,
open_ai,plugins\recon\open_ai,Python,Wrapper Only,plugin.py,Plugin,
operations_center,plugins\recon\operations_center,Python,Wrapper Only,plugin.py,Plugin,
opsec-anonymizer,plugins\recon\opsec-anonymizer,Python,Wrapper Only,plugin.py,Plugin,
opsec-evasion,plugins\recon\opsec-evasion,Python,Wrapper Only,plugin.py,Plugin,
options,plugins\recon\options,Python,Wrapper Only,plugin.py,Plugin,
options_2,plugins\recon\options_2,Python,Wrapper Only,plugin.py,Plugin,
oracle-odat,plugins\recon\oracle-odat,Python,Wrapper Only,plugin.py,Plugin,
oracle-patator,plugins\recon\oracle-patator,Python,Wrapper Only,plugin.py,Plugin,
oracle-scanner,plugins\recon\oracle-scanner,Python,Wrapper Only,plugin.py,Plugin,
oracle-tnscmd,plugins\recon\oracle-tnscmd,Python,Wrapper Only,plugin.py,Plugin,
OracleSQLInjection,plugins\recon\OracleSQLInjection,Python,Wrapper Only,plugin.py,Plugin,
orchestrator,plugins\recon\orchestrator,Python,Metadata Only,,Plugin,
orchestrator-plan-execute,plugins\recon\orchestrator-plan-execute,Python,Wrapper Only,plugin.py,Plugin,
orchestrator-supervisor,plugins\recon\orchestrator-supervisor,Python,Wrapper Only,plugin.py,Plugin,
orchestratortest,plugins\recon\orchestratortest,Python,Wrapper Only,plugin.py,Plugin,
orchestrator_instruction,plugins\recon\orchestrator_instruction,Python,Wrapper Only,plugin.py,Plugin,
org,plugins\recon\org,Python,Wrapper Only,plugin.py,Plugin,
orgs,plugins\recon\orgs,Python,Wrapper Only,plugin.py,Plugin,
org_1,plugins\recon\org_1,Python,Wrapper Only,plugin.py,Plugin,
org_lei,plugins\recon\org_lei,Python,Wrapper Only,plugin.py,Plugin,
orphan_tool_pruner_middleware,plugins\recon\orphan_tool_pruner_middleware,Python,Wrapper Only,plugin.py,Plugin,
orphan_tool_pruner_middleware_test,plugins\recon\orphan_tool_pruner_middleware_test,Python,Wrapper Only,plugin.py,Plugin,
osint-collector,plugins\recon\osint-collector,Python,Metadata Only,,Plugin,
osrframework,plugins\recon\osrframework,Python,Wrapper Only,plugin.py,Plugin,
otel,plugins\recon\otel,Python,Wrapper Only,plugin.py,Plugin,
outputter,plugins\recon\outputter,Python,Wrapper Only,plugin.py,Plugin,
output_parser,plugins\recon\output_parser,Python,Wrapper Only,plugin.py,Plugin,
package,plugins\recon\package,Python,Wrapper Only,plugin.py,Plugin,
package-lock,plugins\recon\package-lock,Python,Wrapper Only,plugin.py,Plugin,
package-lock_1,plugins\recon\package-lock_1,Python,Wrapper Only,plugin.py,Plugin,
package_1,plugins\recon\package_1,Python,Wrapper Only,plugin.py,Plugin,
package_2,plugins\recon\package_2,Python,Wrapper Only,plugin.py,Plugin,
package_4,plugins\recon\package_4,Python,Wrapper Only,plugin.py,Plugin,
package_5,plugins\recon\package_5,Python,Wrapper Only,plugin.py,Plugin,
parallel,plugins\recon\parallel,Python,Wrapper Only,plugin.py,Plugin,
parallel_scans,plugins\recon\parallel_scans,Python,Wrapper Only,plugin.py,Plugin,
parameter_discovery,plugins\recon\parameter_discovery,Python,Wrapper Only,plugin.py,Plugin,
parameter_mapper,plugins\recon\parameter_mapper,Python,Wrapper Only,plugin.py,Plugin,
paramspider,plugins\recon\paramspider,Python,Wrapper Only,plugin.py,Plugin,
parse,plugins\recon\parse,Python,Wrapper Only,plugin.py,Plugin,
parsers,plugins\recon\parsers,Python,Wrapper Only,plugin.py,Plugin,
parser_mixin,plugins\recon\parser_mixin,Python,Wrapper Only,plugin.py,Plugin,
parse_test,plugins\recon\parse_test,Python,Wrapper Only,plugin.py,Plugin,
passive,plugins\recon\passive,Python,Wrapper Only,plugin.py,Plugin,
passivetotal,plugins\recon\passivetotal,Python,Wrapper Only,plugin.py,Plugin,
passive_recon,plugins\recon\passive_recon,Python,Wrapper Only,plugin.py,Plugin,
password_reset_weak,plugins\recon\password_reset_weak,Python,Wrapper Only,plugin.py,Plugin,
paths,plugins\recon\paths,Python,Wrapper Only,plugin.py,Plugin,
paths_1,plugins\recon\paths_1,Python,Wrapper Only,plugin.py,Plugin,
path_traversal,plugins\recon\path_traversal,Python,Wrapper Only,plugin.py,Plugin,
payload-crafter,plugins\recon\payload-crafter,Python,Wrapper Only,plugin.py,Plugin,
payload_builder,plugins\recon\payload_builder,Python,Wrapper Only,plugin.py,Plugin,
pcap_parser,plugins\recon\pcap_parser,Python,Wrapper Only,plugin.py,Plugin,
penetration,plugins\recon\penetration,Python,Wrapper Only,plugin.py,Plugin,
pentest-ai,plugins\recon\pentest-ai,Python,Wrapper Only,plugin.py,Plugin,
pentest-mcp-server,plugins\recon\pentest-mcp-server,Python,Wrapper Only,plugin.py,Plugin,
PentestGPT-720WebShareName,plugins\recon\PentestGPT-720WebShareName,Python,Wrapper Only,plugin.py,Plugin,
PentestGPT_design,plugins\recon\PentestGPT_design,Python,Wrapper Only,plugin.py,Plugin,
pentestGPT_HTB_phonebook_failed,plugins\recon\pentestGPT_HTB_phonebook_failed,Python,Wrapper Only,plugin.py,Plugin,
pentestGPT_log_HTB_Precious,plugins\recon\pentestGPT_log_HTB_Precious,Python,Wrapper Only,plugin.py,Plugin,
pentesting,plugins\recon\pentesting,Python,Wrapper Only,plugin.py,Plugin,
pentest_agent,plugins\recon\pentest_agent,Python,Wrapper Only,plugin.py,Plugin,
pentest_gpt,plugins\recon\pentest_gpt,Python,Wrapper Only,plugin.py,Plugin,
pentest_gpt_rebuilt,plugins\recon\pentest_gpt_rebuilt,Python,Wrapper Only,plugin.py,Plugin,
pent_claude_agent_config,plugins\recon\pent_claude_agent_config,Python,Wrapper Only,plugin.py,Plugin,
permutations_list,plugins\recon\permutations_list,Python,Wrapper Only,plugin.py,Plugin,
permutations_list_short,plugins\recon\permutations_list_short,Python,Wrapper Only,plugin.py,Plugin,
perplexity,plugins\recon\perplexity,Python,Wrapper Only,plugin.py,Plugin,
persistence-maintenance,plugins\recon\persistence-maintenance,Python,Wrapper Only,plugin.py,Plugin,
persistencetest,plugins\recon\persistencetest,Python,Wrapper Only,plugin.py,Plugin,
phishing-operator,plugins\recon\phishing-operator,Python,Wrapper Only,plugin.py,Plugin,
pipeline,plugins\recon\pipeline,Python,Metadata Only,,Plugin,
pipelines,plugins\recon\pipelines,Python,Wrapper Only,plugin.py,Plugin,
pipeline_engine,plugins\recon\pipeline_engine,Python,Wrapper Only,plugin.py,Plugin,
planner,plugins\recon\planner,Python,Wrapper Only,plugin.py,Plugin,
plan_execute_executor,plugins\recon\plan_execute_executor,Python,Wrapper Only,plugin.py,Plugin,
plan_execute_steps_cap,plugins\recon\plan_execute_steps_cap,Python,Wrapper Only,plugin.py,Plugin,
plan_execute_steps_cap_test,plugins\recon\plan_execute_steps_cap_test,Python,Wrapper Only,plugin.py,Plugin,
plan_execute_text,plugins\recon\plan_execute_text,Python,Wrapper Only,plugin.py,Plugin,
plan_execute_text_test,plugins\recon\plan_execute_text_test,Python,Wrapper Only,plugin.py,Plugin,
playbook,plugins\recon\playbook,Python,Wrapper Only,plugin.py,Plugin,
playwright-config-writer,plugins\recon\playwright-config-writer,Python,Wrapper Only,plugin.py,Plugin,
plugin,plugins\recon\plugin,Python,Wrapper Only,plugin.py,Plugin,
plugin_1,plugins\recon\plugin_1,Python,Wrapper Only,plugin.py,Plugin,
plugin_10,plugins\recon\plugin_10,Python,Wrapper Only,plugin.py,Plugin,
plugin_11,plugins\recon\plugin_11,Python,Wrapper Only,plugin.py,Plugin,
plugin_12,plugins\recon\plugin_12,Python,Wrapper Only,plugin.py,Plugin,
plugin_2,plugins\recon\plugin_2,Python,Wrapper Only,plugin.py,Plugin,
plugin_3,plugins\recon\plugin_3,Python,Wrapper Only,plugin.py,Plugin,
