Repository,Primary Category,Secondary Category,Language,Recovery Score,Status
openapi-discovery-agent,AI Agents,Automation,Python,0.0,Wrapper Only
openapi_i18n,Utilities,Framework Components,Python,0.0,Wrapper Only
openapi_parser,Utilities,Framework Components,Python,0.0,Wrapper Only
open_ai,AI Agents,Automation,Python,0.0,Wrapper Only
oracle-patator,Utilities,Framework Components,Python,0.0,Wrapper Only
orchestrator-plan-execute,Utilities,Framework Components,Python,0.0,Wrapper Only
orchestrator-supervisor,Utilities,Framework Components,Python,0.0,Wrapper Only
orphan_tool_pruner_middleware,Utilities,Framework Components,Python,0.0,Wrapper Only
osrframework,Utilities,Framework Components,Python,0.0,Wrapper Only
package_1,Utilities,Framework Components,Python,0.0,Wrapper Only
package_5,Utilities,Framework Components,Python,0.0,Wrapper Only
parameter_mapper,Utilities,Framework Components,Python,0.0,Wrapper Only
password_reset_weak,Utilities,Framework Components,Python,0.0,Wrapper Only
path_traversal,Utilities,Framework Components,Python,0.0,Wrapper Only
penetration,Utilities,Framework Components,Python,0.0,Wrapper Only
pentest-ai,AI Agents,Automation,Python,0.0,Wrapper Only
pentest_agent,AI Agents,Automation,Python,0.0,Wrapper Only
pentest_gpt,Utilities,Framework Components,Python,0.0,Wrapper Only
pentest_gpt_rebuilt,Utilities,Framework Components,Python,0.0,Wrapper Only
pent_claude_agent_config,AI Agents,Automation,Python,0.0,Wrapper Only
perplexity,Utilities,Framework Components,Python,0.0,Wrapper Only
persistencetest,Utilities,Framework Components,Python,0.0,Wrapper Only
playwright-config-writer,Utilities,Framework Components,Python,0.0,Wrapper Only
plugin_loader_1,Utilities,Framework Components,Python,0.0,Wrapper Only
poc_agent,AI Agents,Automation,Python,0.0,Wrapper Only
pom,Utilities,Framework Components,Python,0.0,Wrapper Only
postman_parser,Utilities,Framework Components,Python,0.0,Wrapper Only
pre-recon-code_2,Utilities,Framework Components,Python,0.0,Wrapper Only
privilege_escalation_patch,Utilities,Framework Components,Python,0.0,Wrapper Only
project_manager,Utilities,Framework Components,Python,0.0,Wrapper Only
prototype_pollution,Utilities,Framework Components,Python,0.0,Wrapper Only
pyproject,Utilities,Framework Components,Python,0.0,Wrapper Only
quake_search,Utilities,Framework Components,Python,0.0,Wrapper Only
queue,Utilities,Framework Components,Python,0.0,Wrapper Only
race_condition,Utilities,Framework Components,Python,0.0,Wrapper Only
reactive-verifier,Utilities,Framework Components,Python,0.0,Wrapper Only
READMEzh-CN,Utilities,Framework Components,Python,0.0,Wrapper Only
README_10,Utilities,Framework Components,Python,0.0,Wrapper Only
README_11,Utilities,Framework Components,Python,0.0,Wrapper Only
README_13,Utilities,Framework Components,Python,0.0,Wrapper Only
README_15,Utilities,Framework Components,Python,0.0,Wrapper Only
README_32,Utilities,Framework Components,Python,0.0,Wrapper Only
README_33,Utilities,Framework Components,Python,0.0,Wrapper Only
README_38,Utilities,Framework Components,Python,0.0,Wrapper Only
README_50,Utilities,Framework Components,Python,0.0,Wrapper Only
README_54,Utilities,Framework Components,Python,0.0,Wrapper Only
README_55,Utilities,Framework Components,Python,0.0,Wrapper Only
README_CN_3,Utilities,Framework Components,Python,0.0,Wrapper Only
recon,Utilities,Framework Components,Python,15.0,Wrapper Only
reconx_engine,Utilities,Framework Components,Python,0.0,Wrapper Only
REFERENCE,Utilities,Framework Components,Python,0.0,Wrapper Only
reflected_xss,Utilities,Framework Components,Python,0.0,Wrapper Only
registry,Utilities,Framework Components,Python,35.0,Wrapper Only
release-pypi,Utilities,Framework Components,Python,0.0,Wrapper Only
replay,Utilities,Framework Components,Python,0.0,Wrapper Only
report-snippet,Utilities,Framework Components,Python,0.0,Wrapper Only
report_18,Utilities,Framework Components,Python,0.0,Wrapper Only
report_injector,Utilities,Framework Components,Python,0.0,Wrapper Only
report_injector_1,Utilities,Framework Components,Python,0.0,Wrapper Only
requirements_6,Utilities,Framework Components,Python,0.0,Wrapper Only
reset_juice_shop,Utilities,Framework Components,Python,0.0,Wrapper Only
retrieval_postprocess,Utilities,Framework Components,Python,0.0,Wrapper Only
retry,Utilities,Framework Components,Python,0.0,Wrapper Only
review,Utilities,Framework Components,Python,0.0,Wrapper Only
robot,Utilities,Framework Components,Python,0.0,Wrapper Only
robot_en,Utilities,Framework Components,Python,0.0,Wrapper Only
roles,Utilities,Framework Components,Python,0.0,Wrapper Only
route_correlator,Utilities,Framework Components,Python,0.0,Wrapper Only
RunCommand,Utilities,Framework Components,Python,0.0,Wrapper Only
runner,Utilities,Framework Components,Python,0.0,Wrapper Only
saml_xsw,Utilities,Framework Components,Python,0.0,Wrapper Only
sandbox,Utilities,Framework Components,Python,0.0,Wrapper Only
sanitize,Utilities,Framework Components,Python,0.0,Wrapper Only
schedulertest,Utilities,Framework Components,Python,0.0,Wrapper Only
scheduler_2,Utilities,Framework Components,Python,0.0,Wrapper Only
schema-gen-agent,AI Agents,Automation,Python,0.0,Wrapper Only
scope,Utilities,Framework Components,Python,35.0,Wrapper Only
search,Utilities,Framework Components,Python,0.0,Wrapper Only
SecurityHeaderAnalyzertest,Utilities,Framework Components,Python,0.0,Wrapper Only
server,Utilities,Framework Components,Python,35.0,Wrapper Only
service,Utilities,Framework Components,Python,0.0,Wrapper Only
services_commands,Utilities,Framework Components,Python,0.0,Wrapper Only
service_intelligence_view,Utilities,Framework Components,Python,0.0,Wrapper Only
settings,Utilities,Framework Components,Python,0.0,Wrapper Only
shared,Utilities,Framework Components,Python,0.0,Wrapper Only
sherlock,Utilities,Framework Components,Python,0.0,Wrapper Only
shodan_api,Utilities,Framework Components,Python,0.0,Wrapper Only
shodan_apicpython-313,Utilities,Framework Components,Python,0.0,Wrapper Only
shodan_search,Utilities,Framework Components,Python,0.0,Wrapper Only
sitemap-agent,AI Agents,Automation,Python,0.0,Wrapper Only
SKILL,Utilities,Framework Components,Python,0.0,Wrapper Only
SKILL_11,Utilities,Framework Components,Python,0.0,Wrapper Only
SKILL_13,Utilities,Framework Components,Python,0.0,Wrapper Only
SKILL_3,Utilities,Framework Components,Python,0.0,Wrapper Only
SKILL_7,Utilities,Framework Components,Python,0.0,Wrapper Only
SKILL_9,Utilities,Framework Components,Python,0.0,Wrapper Only
source-gen-agent,AI Agents,Automation,Python,0.0,Wrapper Only
ssti_polyglot,Utilities,Framework Components,Python,0.0,Wrapper Only
status,Utilities,Framework Components,Python,0.0,Wrapper Only
stored_xss,Utilities,Framework Components,Python,0.0,Wrapper Only
style,Utilities,Framework Components,Python,0.0,Wrapper Only
sub_agent_context,AI Agents,Automation,Python,0.0,Wrapper Only
sub_agent_context_test,AI Agents,Automation,Python,0.0,Wrapper Only
SUMMARY,Utilities,Framework Components,Python,0.0,Wrapper Only
swagger_2,Utilities,Framework Components,Python,0.0,Wrapper Only
swagger_parser,Utilities,Framework Components,Python,0.0,Wrapper Only
tasks,Utilities,Framework Components,Python,0.0,Wrapper Only
telemetry,Utilities,Framework Components,Python,0.0,Wrapper Only
terminal,Utilities,Framework Components,Python,0.0,Wrapper Only
test-cortex-integration,Utilities,Framework Components,Python,0.0,Wrapper Only
test-gen-agent,AI Agents,Automation,Python,0.0,Wrapper Only
testLogin,Utilities,Framework Components,Python,0.0,Wrapper Only
test_agent_loop,AI Agents,Automation,Python,0.0,Wrapper Only
test_agent_mode_cli,AI Agents,Automation,Python,0.0,Wrapper Only
test_anthropic_agent,AI Agents,Automation,Python,0.0,Wrapper Only
test_auth_profiles,Utilities,Framework Components,Python,0.0,Wrapper Only
test_auth_profile_cli,Utilities,Framework Components,Python,0.0,Wrapper Only
test_auth_runner,Utilities,Framework Components,Python,0.0,Wrapper Only
test_benchmarks_scoring_common,Utilities,Framework Components,Python,0.0,Wrapper Only
test_browser_agent,AI Agents,Automation,Python,0.0,Wrapper Only
test_chain,AI Agents,Automation,Python,0.0,Wrapper Only
test_chain_quality,AI Agents,Automation,Python,0.0,Wrapper Only
test_config,Utilities,Framework Components,Python,0.0,Wrapper Only
test_connection,Utilities,Framework Components,Python,0.0,Wrapper Only
test_handler_web_probes,Web Enumeration,Content Discovery,Python,0.0,Wrapper Only
test_langfuse_1,Utilities,Framework Components,Python,0.0,Wrapper Only
test_legacy_probe_migration,Utilities,Framework Components,Python,0.0,Wrapper Only
test_llm,Utilities,Framework Components,Python,0.0,Wrapper Only
test_llm_e2e_smoke,Utilities,Framework Components,Python,0.0,Wrapper Only
test_mcp_action_surface,Utilities,Framework Components,Python,0.0,Wrapper Only
test_new_high_roi_probes,Utilities,Framework Components,Python,0.0,Wrapper Only
test_probe_cors_reflection,Utilities,Framework Components,Python,0.0,Wrapper Only
test_probe_coupon_forging,Utilities,Framework Components,Python,0.0,Wrapper Only
test_probe_cve_poc,Utilities,Framework Components,Python,0.0,Wrapper Only
test_probe_deserialization,Utilities,Framework Components,Python,0.0,Wrapper Only
test_probe_dom_xss,Utilities,Framework Components,Python,0.0,Wrapper Only
test_probe_file_upload_validation,Utilities,Framework Components,Python,0.0,Wrapper Only
test_probe_forced_error,Utilities,Framework Components,Python,0.0,Wrapper Only
test_probe_graphql_introspection,Utilities,Framework Components,Python,0.0,Wrapper Only
test_probe_hidden_discovery,Utilities,Framework Components,Python,0.0,Wrapper Only
test_probe_host_header_reset_poisoning,Utilities,Framework Components,Python,0.0,Wrapper Only
test_probe_idor_authenticated,Utilities,Framework Components,Python,0.0,Wrapper Only
test_probe_idor_authz_differential,Utilities,Framework Components,Python,0.0,Wrapper Only
test_probe_idor_sequential,Utilities,Framework Components,Python,0.0,Wrapper Only
test_probe_ldap_injection,Utilities,Framework Components,Python,0.0,Wrapper Only
test_probe_mass_assignment,Utilities,Framework Components,Python,0.0,Wrapper Only
test_probe_path_traversal,Utilities,Framework Components,Python,0.0,Wrapper Only
test_probe_primitives,Utilities,Framework Components,Python,0.0,Wrapper Only
test_probe_prototype_pollution,Utilities,Framework Components,Python,0.0,Wrapper Only
test_probe_race_condition,Utilities,Framework Components,Python,0.0,Wrapper Only
test_probe_reflected_xss,Utilities,Framework Components,Python,0.0,Wrapper Only
test_probe_registry,Utilities,Framework Components,Python,0.0,Wrapper Only
test_probe_ssti_stored,Utilities,Framework Components,Python,0.0,Wrapper Only
test_probe_stored_xss,Utilities,Framework Components,Python,0.0,Wrapper Only
test_probe_web3,Web Enumeration,Content Discovery,Python,0.0,Wrapper Only
test_probe_web_cache_deception,Web Enumeration,Content Discovery,Python,0.0,Wrapper Only
test_probe_xxe_upload,Utilities,Framework Components,Python,0.0,Wrapper Only
test_providers,Utilities,Framework Components,Python,0.0,Wrapper Only
test_registry_bridge,Utilities,Framework Components,Python,0.0,Wrapper Only
test_scope,Utilities,Framework Components,Python,0.0,Wrapper Only
test_spa_probes,Utilities,Framework Components,Python,0.0,Wrapper Only
test_specialist_agents_coverage,AI Agents,Automation,Python,0.0,Wrapper Only
test_stage1,Utilities,Framework Components,Python,0.0,Wrapper Only
test_tracing_and_telemetry,Utilities,Framework Components,Python,0.0,Wrapper Only
test_working_memory,Utilities,Framework Components,Python,0.0,Wrapper Only
tracing,Utilities,Framework Components,Python,0.0,Wrapper Only
traffic_parser,Utilities,Framework Components,Python,0.0,Wrapper Only
train-filternet,AI Agents,Automation,Python,0.0,Wrapper Only
train-simple,AI Agents,Automation,Python,0.0,Wrapper Only
TROUBLESHOOTING,Utilities,Framework Components,Python,0.0,Wrapper Only
truncate,Utilities,Framework Components,Python,0.0,Wrapper Only
trusted_header_bypass,Utilities,Framework Components,Python,0.0,Wrapper Only
types,Utilities,Framework Components,Python,0.0,Wrapper Only
unauthed-decision-log,Utilities,Framework Components,Python,0.0,Wrapper Only
upgrade,Utilities,Framework Components,Python,0.0,Wrapper Only
urlscan,Vulnerability Scanning,Assessment,Python,0.0,Wrapper Only
utils_2,Utilities,Framework Components,Python,0.0,Wrapper Only
vuln-auth_3,Vulnerability Scanning,Assessment,Python,0.0,Wrapper Only
vuln-ssrf_3,Vulnerability Scanning,Assessment,Python,0.0,Wrapper Only
vulnerability,Vulnerability Scanning,Assessment,Python,0.0,Wrapper Only
wayback,Utilities,Framework Components,Python,0.0,Wrapper Only
waybackurls,Utilities,Framework Components,Python,0.0,Wrapper Only
web3_probe,Web Enumeration,Content Discovery,Python,0.0,Wrapper Only
webshell,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
web_intelligence_view,Web Enumeration,Content Discovery,Python,0.0,Wrapper Only
web_parser,Web Enumeration,Content Discovery,Python,0.0,Wrapper Only
web_probes,Web Enumeration,Content Discovery,Python,0.0,Wrapper Only
wechat-robot,Utilities,Framework Components,Python,0.0,Wrapper Only
wechat_robot,Utilities,Framework Components,Python,0.0,Wrapper Only
wordlist,Utilities,Framework Components,Python,0.0,Wrapper Only
workflow-errors,Utilities,Framework Components,Python,0.0,Wrapper Only
workflows,Vulnerability Scanning,Assessment,Python,0.0,Wrapper Only
workflow_engine_1,Utilities,Framework Components,Python,0.0,Wrapper Only
wpscan,Vulnerability Scanning,Assessment,Python,0.0,Wrapper Only
writer,Utilities,Framework Components,Python,0.0,Wrapper Only
xxe_upload,Utilities,Framework Components,Python,0.0,Wrapper Only
zap,Utilities,Framework Components,Python,0.0,Wrapper Only
__init___112,Utilities,Framework Components,Python,0.0,Wrapper Only
__init___115,Utilities,Framework Components,Python,0.0,Wrapper Only
__init___116,Utilities,Framework Components,Python,0.0,Wrapper Only
__init___142,Utilities,Framework Components,Python,0.0,Wrapper Only
__init___146,Utilities,Framework Components,Python,0.0,Wrapper Only
__init___153,Utilities,Framework Components,Python,0.0,Wrapper Only
__init___203,Utilities,Framework Components,Python,0.0,Wrapper Only
__init___22,Utilities,Framework Components,Python,0.0,Wrapper Only
__init___34,Utilities,Framework Components,Python,0.0,Wrapper Only
__init___64,Utilities,Framework Components,Python,0.0,Wrapper Only
builtin-tools,Utilities,Framework Components,Python,0.0,Wrapper Only
CyberStrikeAIClientStreamListener,AI Agents,Automation,Python,0.0,Wrapper Only
CyberStrikeAITab1,AI Agents,Automation,Python,0.0,Wrapper Only
CyberStrikeAITabDotIcon,AI Agents,Automation,Python,0.0,Wrapper Only
headers_inject,Utilities,Framework Components,Python,0.0,Wrapper Only
hexstrike-ai-mcp,AI Agents,Automation,Python,0.0,Wrapper Only
main,AI Agents,Automation,Python,35.0,Metadata Only
mcp,Utilities,Framework Components,Python,0.0,Wrapper Only
mcp_tools_test,Utilities,Framework Components,Python,0.0,Wrapper Only
monitor_1,Utilities,Framework Components,Python,0.0,Wrapper Only
options,Utilities,Framework Components,Python,0.0,Wrapper Only
README_6,Utilities,Framework Components,Python,0.0,Wrapper Only
SimpleJson,Utilities,Framework Components,Python,0.0,Wrapper Only
sse_keepalive,Utilities,Framework Components,Python,0.0,Wrapper Only
SslTrustAll1,Utilities,Framework Components,Python,0.0,Wrapper Only
SslTrustAllTimeoutSslSocketFactory,Utilities,Framework Components,Python,0.0,Wrapper Only
test_file_transfer,Utilities,Framework Components,Python,0.0,Wrapper Only
test_handlers_misc,Utilities,Framework Components,Python,0.0,Wrapper Only
__init___38,Utilities,Framework Components,Python,0.0,Wrapper Only
__init___55,Utilities,Framework Components,Python,0.0,Wrapper Only
__main__,AI Agents,Automation,Python,0.0,Wrapper Only
404StarLinkLogo,Utilities,Framework Components,Python,15.0,Metadata Only
agent-management,AI Agents,Automation,Python,15.0,Metadata Only
agents-for,AI Agents,Automation,Python,15.0,Metadata Only
ai_analysis,AI Agents,Automation,Python,15.0,Metadata Only
alterations,Utilities,Framework Components,Python,35.0,Metadata Only
announcements,Utilities,Framework Components,Python,15.0,Metadata Only
AUP,Utilities,Framework Components,Python,15.0,Metadata Only
auth_profiles,Utilities,Framework Components,Python,35.0,Metadata Only
aws,Utilities,Framework Components,Python,15.0,Metadata Only
aws_recon,Utilities,Framework Components,Python,35.0,Metadata Only
aws_sm,Utilities,Framework Components,Python,35.0,Metadata Only
azure,Utilities,Framework Components,Python,15.0,Metadata Only
azure_recon,Utilities,Framework Components,Python,35.0,Metadata Only
banner_2,Utilities,Framework Components,Python,15.0,Metadata Only
benchmark_runner,Utilities,Framework Components,Python,35.0,Metadata Only
bizlogic-hunter,Utilities,Framework Components,Python,15.0,Metadata Only
bucket_correlator,Utilities,Framework Components,Python,35.0,Metadata Only
bug_report,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
ccr-config-template,Utilities,Framework Components,Python,15.0,Metadata Only
chat,Utilities,Framework Components,Python,35.0,Metadata Only
chatgpt_config_curl,Utilities,Framework Components,Python,15.0,Metadata Only
ChatGPT_key,Utilities,Framework Components,Python,15.0,Metadata Only
checkov,Vulnerability Scanning,Assessment,Python,15.0,Metadata Only
ci_1,Utilities,Framework Components,Python,15.0,Metadata Only
ci_cd_cloud,Utilities,Framework Components,Python,15.0,Metadata Only
ci_cd_cloud_mapper,Utilities,Framework Components,Python,35.0,Metadata Only
claude-executor,Utilities,Framework Components,Python,35.0,Metadata Only
CLAUDE_2,Utilities,Framework Components,Python,15.0,Metadata Only
CLAUDE_3,Utilities,Framework Components,Python,15.0,Metadata Only
clear,Utilities,Framework Components,Python,15.0,Metadata Only
cli,Utilities,Framework Components,Python,35.0,Metadata Only
cloud-security,Utilities,Framework Components,Python,15.0,Metadata Only
cloudfront_mapper,Utilities,Framework Components,Python,35.0,Metadata Only
cloudmapper,Utilities,Framework Components,Python,15.0,Metadata Only
cloud_agent,AI Agents,Automation,Python,35.0,Metadata Only
cloud_attack_surface,Utilities,Framework Components,Python,15.0,Metadata Only
cloud_enum,Utilities,Framework Components,Python,0.0,Wrapper Only
cloud_fingerprint,Utilities,Framework Components,Python,35.0,Metadata Only
cloud_models,Utilities,Framework Components,Python,35.0,Metadata Only
cloud_pipeline,Utilities,Framework Components,Python,35.0,Metadata Only
cloud_storage,Utilities,Framework Components,Python,15.0,Metadata Only
conftest_2,Utilities,Framework Components,Python,35.0,Metadata Only
container-breakout,AI Agents,Automation,Python,15.0,Metadata Only
CUSTOMIZATION,Utilities,Framework Components,Python,15.0,Metadata Only
CyberStrikeAITab,AI Agents,Automation,Python,15.0,Metadata Only
dec-2025,Utilities,Framework Components,Python,15.0,Metadata Only
demo,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
demo_1,Utilities,Framework Components,Python,15.0,Metadata Only
dependabot_3,Utilities,Framework Components,Python,15.0,Metadata Only
devcontainer,AI Agents,Automation,Python,15.0,Metadata Only
DISCLAIMER,AI Agents,Automation,Python,15.0,Metadata Only
docker,Utilities,Framework Components,Python,15.0,Metadata Only
docker-compose,Utilities,Framework Components,Python,15.0,Metadata Only
docker-compose_1,Utilities,Framework Components,Python,15.0,Metadata Only
docker-compose_2,Utilities,Framework Components,Python,15.0,Metadata Only
docker-compose_3,Utilities,Framework Components,Python,15.0,Metadata Only
Dockerfile_4,Utilities,Framework Components,Python,15.0,Metadata Only
Dockerfile_7,Utilities,Framework Components,Python,15.0,Metadata Only
Dockerfile_9,Utilities,Framework Components,Python,15.0,Metadata Only
docker_2,Utilities,Framework Components,Python,15.0,Metadata Only
docker_manager,Utilities,Framework Components,Python,35.0,Metadata Only
docker_nightly,Utilities,Framework Components,Python,15.0,Metadata Only
docker_registry_analyzer,Utilities,Framework Components,Python,35.0,Metadata Only
domains,AI Agents,Automation,Python,35.0,Metadata Only
embedder,Utilities,Framework Components,Python,35.0,Metadata Only
engagement-planner,Utilities,Framework Components,Python,15.0,Metadata Only
entrypoint,Utilities,Framework Components,Python,55.0,Partially Recovered
env,Utilities,Framework Components,Python,35.0,Metadata Only
env_3,Utilities,Framework Components,Python,15.0,Metadata Only
example-stig-finding,Utilities,Framework Components,Python,15.0,Metadata Only
executor_test,Utilities,Framework Components,Python,35.0,Metadata Only
exploit-auth,Utilities,Framework Components,Python,15.0,Metadata Only
exploit-authz,Utilities,Framework Components,Python,15.0,Metadata Only
exploit-authz_2,Utilities,Framework Components,Python,15.0,Metadata Only
exploit-auth_2,Utilities,Framework Components,Python,15.0,Metadata Only
exploit-injection,Utilities,Framework Components,Python,15.0,Metadata Only
exploit-xss,Utilities,Framework Components,Python,15.0,Metadata Only
exploit-xss_2,Utilities,Framework Components,Python,15.0,Metadata Only
export_menu,Utilities,Framework Components,Python,15.0,Metadata Only
factory,Utilities,Framework Components,Python,35.0,Metadata Only
fill-legal,Utilities,Framework Components,Python,35.0,Metadata Only
fingerprinter,Utilities,Framework Components,Python,35.0,Metadata Only
fingerprintertest,Utilities,Framework Components,Python,35.0,Metadata Only
fix-workspace-permissions,Utilities,Framework Components,Python,55.0,Partially Recovered
gcp,Utilities,Framework Components,Python,15.0,Metadata Only
gcp_recon,Utilities,Framework Components,Python,35.0,Metadata Only
github-banner,Utilities,Framework Components,Python,15.0,Metadata Only
gitleaks,Utilities,Framework Components,Python,15.0,Metadata Only
go_2,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
graphw00f,Utilities,Framework Components,Python,35.0,Metadata Only
hexstrike-logo,Utilities,Framework Components,Python,15.0,Metadata Only
home,Utilities,Framework Components,Python,35.0,Metadata Only
index_5,Utilities,Framework Components,Python,35.0,Metadata Only
javascript,Utilities,Framework Components,Python,15.0,Metadata Only
js-harvester-agent,AI Agents,Automation,Python,35.0,Metadata Only
kube-bench,Utilities,Framework Components,Python,15.0,Metadata Only
kube-hunter,Utilities,Framework Components,Python,15.0,Metadata Only
kubernetes,Utilities,Framework Components,Python,15.0,Metadata Only
launch-config,Utilities,Framework Components,Python,15.0,Metadata Only
leaksapi-banner,Utilities,Framework Components,Python,15.0,Metadata Only
leaksapi-logo,Utilities,Framework Components,Python,15.0,Metadata Only
LICENSE_5,Utilities,Framework Components,Python,15.0,Metadata Only
litellm_provider,Utilities,Framework Components,Python,35.0,Metadata Only
logo_3,Utilities,Framework Components,Python,15.0,Metadata Only
main_13,AI Agents,Automation,Python,35.0,Metadata Only
main_menu,AI Agents,Automation,Python,15.0,Metadata Only
Makefile,Utilities,Framework Components,Python,15.0,Metadata Only
mindmap_obsidian,Utilities,Framework Components,Python,15.0,Metadata Only
misconfig-detector,Utilities,Framework Components,Python,35.0,Metadata Only
misconfigtest,Utilities,Framework Components,Python,35.0,Metadata Only
mobile-pentester,Utilities,Framework Components,Python,15.0,Metadata Only
mode,Utilities,Framework Components,Python,35.0,Metadata Only
orchestrator,Utilities,Framework Components,Python,15.0,Metadata Only
outputs,Utilities,Framework Components,Python,15.0,Metadata Only
package_3,Utilities,Framework Components,Python,15.0,Metadata Only
pacu,Utilities,Framework Components,Python,15.0,Metadata Only
pentestgpt_executor,Utilities,Framework Components,Python,35.0,Metadata Only
PentestGPT_Hackable2,Utilities,Framework Components,Python,15.0,Metadata Only
plugins,Utilities,Framework Components,Python,35.0,Metadata Only
pnpm-lock,Utilities,Framework Components,Python,15.0,Metadata Only
poc-validator,Utilities,Framework Components,Python,15.0,Metadata Only
pre-recon-code,Utilities,Framework Components,Python,15.0,Metadata Only
privesc-advisor,Utilities,Framework Components,Python,15.0,Metadata Only
privesc_agent,AI Agents,Automation,Python,35.0,Metadata Only
prowler,Utilities,Framework Components,Python,15.0,Metadata Only
pyproject_3,Utilities,Framework Components,Python,15.0,Metadata Only
quick-start,Utilities,Framework Components,Python,15.0,Metadata Only
README_21,Utilities,Framework Components,Python,15.0,Metadata Only
README_22,Utilities,Framework Components,Python,15.0,Metadata Only
README_28,Utilities,Framework Components,Python,15.0,Metadata Only
README_29,Utilities,Framework Components,Python,15.0,Metadata Only
README_30,Utilities,Framework Components,Python,15.0,Metadata Only
reconcloud,Utilities,Framework Components,Python,35.0,Metadata Only
reconx,Utilities,Framework Components,Python,75.0,Partially Recovered
release-beta,Utilities,Framework Components,Python,15.0,Metadata Only
release_1,Utilities,Framework Components,Python,15.0,Metadata Only
requirements_7,Utilities,Framework Components,Python,15.0,Metadata Only
resolver,Utilities,Framework Components,Python,35.0,Metadata Only
results,Utilities,Framework Components,Python,15.0,Metadata Only
role-management,Utilities,Framework Components,Python,15.0,Metadata Only
rollback,Utilities,Framework Components,Python,15.0,Metadata Only
rsecloud,Utilities,Framework Components,Python,35.0,Metadata Only
s3scanner,Vulnerability Scanning,Assessment,Python,35.0,Metadata Only
s3_scanner,Vulnerability Scanning,Assessment,Python,35.0,Metadata Only
sarif,Utilities,Framework Components,Python,35.0,Metadata Only
scan_pipeline,Vulnerability Scanning,Assessment,Python,35.0,Metadata Only
scan_running,Vulnerability Scanning,Assessment,Python,15.0,Metadata Only
scout-suite,Utilities,Framework Components,Python,15.0,Metadata Only
Screenshot2,Utilities,Framework Components,Python,15.0,Metadata Only
Screenshot3,Utilities,Framework Components,Python,15.0,Metadata Only
Screenshot4,Utilities,Framework Components,Python,15.0,Metadata Only
secret-scanner-agent,AI Agents,Automation,Python,35.0,Metadata Only
secure_credential,Utilities,Framework Components,Python,35.0,Metadata Only
security,Utilities,Framework Components,Python,15.0,Metadata Only
SECURITY_3,Utilities,Framework Components,Python,15.0,Metadata Only
selection_agent,AI Agents,Automation,Python,35.0,Metadata Only
server_mcp_pentest_18,Utilities,Framework Components,Python,15.0,Metadata Only
service_analyzer,Utilities,Framework Components,Python,35.0,Metadata Only
service_correlator_1,Utilities,Framework Components,Python,35.0,Metadata Only
settings_2,Utilities,Framework Components,Python,15.0,Metadata Only
setup,OSINT,Data Gathering,Python,35.0,Metadata Only
setup_1,OSINT,Data Gathering,Python,35.0,Metadata Only
shannon-banner,Utilities,Framework Components,Python,15.0,Metadata Only
SHANNON-PRO_1,Utilities,Framework Components,Python,15.0,Metadata Only
shannon-report-capital-api,Utilities,Framework Components,Python,15.0,Metadata Only
shannon-screen,Utilities,Framework Components,Python,15.0,Metadata Only
shodan,Utilities,Framework Components,Python,35.0,Metadata Only
six2dez_reconftw-stars-history,Utilities,Framework Components,Python,15.0,Metadata Only
SKILL_1,Utilities,Framework Components,Python,15.0,Metadata Only
SKILL_14,Utilities,Framework Components,Python,15.0,Metadata Only
SKILL_16,Utilities,Framework Components,Python,15.0,Metadata Only
SKILL_17,Utilities,Framework Components,Python,15.0,Metadata Only
SKILL_4,Utilities,Framework Components,Python,15.0,Metadata Only
social-engineer,Utilities,Framework Components,Python,15.0,Metadata Only
sponsor-wechat-alipay-qr,Utilities,Framework Components,Python,15.0,Metadata Only
ssrf_cloud_metadata,Utilities,Framework Components,Python,35.0,Metadata Only
ssrf_payloads,Utilities,Framework Components,Python,15.0,Metadata Only
stop,Utilities,Framework Components,Python,35.0,Metadata Only
tch,Utilities,Framework Components,Python,15.0,Metadata Only
tcp_beacon_server,Utilities,Framework Components,Python,35.0,Metadata Only
teardown,Utilities,Framework Components,Python,55.0,Partially Recovered
