Capability,Repositories,Recommendation,Reason
Framework Components,known_fqdn,Archive,Duplicate/Lower score
Framework Components,kubernetes_analyzer,Archive,Duplicate/Lower score
Framework Components,leaked_credentials,Archive,Duplicate/Lower score
Framework Components,leakix,Archive,Duplicate/Lower score
Framework Components,leakix_2,Archive,Duplicate/Lower score
Framework Components,learning_mode,Archive,Duplicate/Lower score
Framework Components,ledger,Archive,Duplicate/Lower score
Framework Components,LegacyPentestRunner,Archive,Duplicate/Lower score
Framework Components,lei_record,Archive,Duplicate/Lower score
Framework Components,lfi_wordlist,Archive,Duplicate/Lower score
Framework Components,LICENSE_14,Archive,Duplicate/Lower score
Framework Components,LICENSE_3,Archive,Duplicate/Lower score
Framework Components,linkedin,Archive,Duplicate/Lower score
Framework Components,listener,Archive,Duplicate/Lower score
Framework Components,listener_http,Archive,Duplicate/Lower score
Framework Components,live_capture,Archive,Duplicate/Lower score
Framework Components,llm-analyzer,Archive,Duplicate/Lower score
Framework Components,llm-redteam,Archive,Duplicate/Lower score
Framework Components,llm_analysis,Archive,Duplicate/Lower score
Framework Components,load,Archive,Duplicate/Lower score
Framework Components,local-source-generator,Archive,Duplicate/Lower score
Framework Components,location,Archive,Duplicate/Lower score
Framework Components,locations,Archive,Duplicate/Lower score
Framework Components,location_1,Archive,Duplicate/Lower score
Framework Components,log,Archive,Duplicate/Lower score
Framework Components,logo_1,Archive,Duplicate/Lower score
Framework Components,logs,Archive,Duplicate/Lower score
Framework Components,Makefile_2,Archive,Duplicate/Lower score
Framework Components,Makefile_3,Archive,Duplicate/Lower score
Framework Components,malicious,Archive,Duplicate/Lower score
Framework Components,maltego,Archive,Duplicate/Lower score
Framework Components,malware-analyst,Archive,Duplicate/Lower score
Framework Components,manager_1,Archive,Duplicate/Lower score
Framework Components,mapcidr,Archive,Duplicate/Lower score
Framework Components,markers,Archive,Duplicate/Lower score
Framework Components,marketplace,Archive,Duplicate/Lower score
Framework Components,match,Archive,Duplicate/Lower score
Framework Components,mcp-management,Archive,Duplicate/Lower score
Framework Components,mcp-stdio2,Archive,Duplicate/Lower score
Framework Components,menu,Archive,Duplicate/Lower score
Framework Components,merklemap,Archive,Duplicate/Lower score
Framework Components,methodology_engine,Archive,Duplicate/Lower score
Framework Components,ModelCommand,Archive,Duplicate/Lower score
Framework Components,models_2,Archive,Duplicate/Lower score
Framework Components,modes,Archive,Duplicate/Lower score
Framework Components,MODS,Archive,Duplicate/Lower score
Framework Components,MSSQLInjection,Archive,Duplicate/Lower score
Framework Components,naabu_tool,Archive,Duplicate/Lower score
Framework Components,namelist,Archive,Duplicate/Lower score
Framework Components,netblock,Archive,Duplicate/Lower score
Framework Components,netblock_1,Archive,Duplicate/Lower score
Framework Components,netdiscover_tool,Archive,Duplicate/Lower score
Framework Components,netlas,Archive,Duplicate/Lower score
Framework Components,network-recon,Archive,Duplicate/Lower score
Framework Components,networks,Archive,Duplicate/Lower score
Framework Components,network_discovery,Archive,Duplicate/Lower score
Framework Components,nextjs_rsc_rce,Archive,Duplicate/Lower score
Framework Components,next_step_predictor,Archive,Duplicate/Lower score
Framework Components,nikto_2,Archive,Duplicate/Lower score
Framework Components,normalization,Archive,Duplicate/Lower score
Framework Components,nosql_fuzz,Archive,Duplicate/Lower score
Framework Components,notify,Archive,Duplicate/Lower score
Framework Components,nuclei_2,Archive,Duplicate/Lower score
Framework Components,nuclei_tool,Archive,Duplicate/Lower score
Framework Components,oauth_pkce_downgrade,Archive,Duplicate/Lower score
Framework Components,ollama,Archive,Duplicate/Lower score
Framework Components,onyphe,Archive,Duplicate/Lower score
Framework Components,operations_center,Archive,Duplicate/Lower score
Framework Components,opsec-anonymizer,Archive,Duplicate/Lower score
Framework Components,options_2,Archive,Duplicate/Lower score
Framework Components,OracleSQLInjection,Archive,Duplicate/Lower score
Framework Components,org,Archive,Duplicate/Lower score
Framework Components,orgs,Archive,Duplicate/Lower score
Framework Components,org_1,Archive,Duplicate/Lower score
Framework Components,org_lei,Archive,Duplicate/Lower score
Framework Components,outputter,Archive,Duplicate/Lower score
Framework Components,package-lock,Archive,Duplicate/Lower score
Framework Components,parallel,Archive,Duplicate/Lower score
Framework Components,paramspider,Archive,Duplicate/Lower score
Framework Components,parse,Archive,Duplicate/Lower score
Framework Components,parsers,Archive,Duplicate/Lower score
Framework Components,parser_mixin,Archive,Duplicate/Lower score
Framework Components,parse_test,Archive,Duplicate/Lower score
Framework Components,passive,Archive,Duplicate/Lower score
Framework Components,passivetotal,Archive,Duplicate/Lower score
Framework Components,passive_recon,Archive,Duplicate/Lower score
Framework Components,payload-crafter,Archive,Duplicate/Lower score
Framework Components,pcap_parser,Archive,Duplicate/Lower score
Framework Components,pentest-mcp-server,Archive,Duplicate/Lower score
Framework Components,permutations_list,Archive,Duplicate/Lower score
Framework Components,permutations_list_short,Archive,Duplicate/Lower score
Framework Components,phishing-operator,Archive,Duplicate/Lower score
Framework Components,pipelines,Archive,Duplicate/Lower score
Framework Components,pipeline_engine,Archive,Duplicate/Lower score
Framework Components,planner,Archive,Duplicate/Lower score
Framework Components,plugin,Archive,Duplicate/Lower score
Framework Components,plugin_1,Archive,Duplicate/Lower score
Framework Components,plugin_10,Archive,Duplicate/Lower score
Framework Components,plugin_11,Archive,Duplicate/Lower score
Framework Components,plugin_2,Archive,Duplicate/Lower score
Framework Components,plugin_4,Archive,Duplicate/Lower score
Framework Components,plugin_5,Archive,Duplicate/Lower score
Framework Components,plugin_6,Archive,Duplicate/Lower score
Framework Components,plugin_7,Archive,Duplicate/Lower score
Framework Components,plugin_8,Archive,Duplicate/Lower score
Framework Components,plugin_manager,Archive,Duplicate/Lower score
Framework Components,port_prioritizer,Archive,Duplicate/Lower score
Framework Components,PostgreSQLInjection,Archive,Duplicate/Lower score
Framework Components,pre-recon,Archive,Duplicate/Lower score
Framework Components,preflight,Archive,Duplicate/Lower score
Framework Components,print,Archive,Duplicate/Lower score
Framework Components,PRIVACY,Archive,Duplicate/Lower score
Framework Components,process,Archive,Duplicate/Lower score
Framework Components,profundis,Archive,Duplicate/Lower score
Framework Components,prospeo,Archive,Duplicate/Lower score
Framework Components,protocol_detector,Archive,Duplicate/Lower score
Framework Components,proxy_controller,Archive,Duplicate/Lower score
Framework Components,pseudo-source-builder,Archive,Duplicate/Lower score
Framework Components,pugrecon,Archive,Duplicate/Lower score
Framework Components,PULL_REQUEST_TEMPLATE,Archive,Duplicate/Lower score
Framework Components,PULL_REQUEST_TEMPLATE_2,Archive,Duplicate/Lower score
Framework Components,pure_go,Archive,Duplicate/Lower score
Framework Components,pyproject_2,Archive,Duplicate/Lower score
Framework Components,pyshark_engine,Archive,Duplicate/Lower score
Framework Components,pythonorg_headers_20241216_000049,Archive,Duplicate/Lower score
Framework Components,quake,Archive,Duplicate/Lower score
Framework Components,quick_action_bar,Archive,Duplicate/Lower score
Framework Components,radare2,Archive,Duplicate/Lower score
Framework Components,ranger,Archive,Duplicate/Lower score
Framework Components,ratelimit_test,Archive,Duplicate/Lower score
Framework Components,rdap,Archive,Duplicate/Lower score
Framework Components,README,Archive,Duplicate/Lower score
Framework Components,README_1,Archive,Duplicate/Lower score
Framework Components,README_17,Archive,Duplicate/Lower score
Framework Components,README_18,Archive,Duplicate/Lower score
Framework Components,README_2,Archive,Duplicate/Lower score
Framework Components,README_20,Archive,Duplicate/Lower score
Framework Components,README_24,Archive,Duplicate/Lower score
Framework Components,README_27,Archive,Duplicate/Lower score
Framework Components,README_3,Archive,Duplicate/Lower score
Framework Components,README_39,Archive,Duplicate/Lower score
Framework Components,README_4,Archive,Duplicate/Lower score
Framework Components,README_41,Archive,Duplicate/Lower score
Framework Components,README_42,Archive,Duplicate/Lower score
Framework Components,README_43,Archive,Duplicate/Lower score
Framework Components,README_44,Archive,Duplicate/Lower score
Framework Components,README_45,Archive,Duplicate/Lower score
Framework Components,README_47,Archive,Duplicate/Lower score
Framework Components,README_48,Archive,Duplicate/Lower score
Framework Components,README_49,Archive,Duplicate/Lower score
Framework Components,README_5,Archive,Duplicate/Lower score
Framework Components,README_51,Archive,Duplicate/Lower score
Framework Components,README_52,Archive,Duplicate/Lower score
Framework Components,README_53,Archive,Duplicate/Lower score
Framework Components,README_57,Archive,Duplicate/Lower score
Framework Components,README_58,Archive,Duplicate/Lower score
Framework Components,README_8,Archive,Duplicate/Lower score
Framework Components,README_CN_1,Archive,Duplicate/Lower score
Framework Components,recommend,Archive,Duplicate/Lower score
Framework Components,recommendation_engine,Archive,Duplicate/Lower score
Framework Components,recommendation_engine_1,Archive,Duplicate/Lower score
Framework Components,recon-advisor,Archive,Duplicate/Lower score
Framework Components,reconeer,Archive,Duplicate/Lower score
Framework Components,reconftw,Archive,Duplicate/Lower score
Framework Components,reconftw_1,Archive,Duplicate/Lower score
Framework Components,reconftw_full,Archive,Duplicate/Lower score
Framework Components,reconftw_stealth,Archive,Duplicate/Lower score
Framework Components,recon_2,Archive,Duplicate/Lower score
Framework Components,recon_strategy,Archive,Duplicate/Lower score
Framework Components,redhuntlabs,Archive,Duplicate/Lower score
Framework Components,registry_1,Archive,Duplicate/Lower score
Framework Components,registry_121,Archive,Duplicate/Lower score
Framework Components,registry_122,Archive,Duplicate/Lower score
Framework Components,registry_123,Archive,Duplicate/Lower score
Framework Components,registry_181,Archive,Duplicate/Lower score
Framework Components,registry_182,Archive,Duplicate/Lower score
Framework Components,registry_5,Archive,Duplicate/Lower score
Framework Components,registry_test,Archive,Duplicate/Lower score
Framework Components,reg_records,Archive,Duplicate/Lower score
Framework Components,related,Archive,Duplicate/Lower score
Framework Components,relationship_graph,Archive,Duplicate/Lower score
Framework Components,relationship_mapper,Archive,Duplicate/Lower score
Framework Components,renderer,Archive,Duplicate/Lower score
Framework Components,report-executive_1,Archive,Duplicate/Lower score
Framework Components,report-executive_2,Archive,Duplicate/Lower score
Framework Components,reporter,Archive,Duplicate/Lower score
Framework Components,reporthtml,Archive,Duplicate/Lower score
Framework Components,reporting-cherrytree,Archive,Duplicate/Lower score
Framework Components,reporting-markdown,Archive,Duplicate/Lower score
Framework Components,report_121,Archive,Duplicate/Lower score
Framework Components,report_14,Archive,Duplicate/Lower score
Framework Components,report_15,Archive,Duplicate/Lower score
Framework Components,report_16,Archive,Duplicate/Lower score
Framework Components,report_17,Archive,Duplicate/Lower score
Framework Components,report_generator,Archive,Duplicate/Lower score
Framework Components,report_injector_2,Archive,Duplicate/Lower score
Framework Components,requirements,Archive,Duplicate/Lower score
Framework Components,requirements_11,Archive,Duplicate/Lower score
Framework Components,requirements_12,Archive,Duplicate/Lower score
